Exon1	Exon2	gene	cellType	in_in	in_out	out_in	out_out	pval	logOddsRatio	FDR	phastcons_1	phastcons_2	phastcons_mean	LOR_abs	phastcons_min	phastcons_max
chr1_155254084_155254194_-	chr1_155254400_155254456_-	ENSG00000160767.21	pseudoBulk	7	0	0	23	6.802286062944e-07	9.33091687811462	1.10258087565591e-05	0.899036	0.999	0.949018	9.33091687811462	0.899036	0.999
chr13_95986333_95986432_-	chr13_95989973_95990073_-	ENSG00000102595.20	pseudoBulk	125	4	0	10	1.98455906427977e-20	9.28771237954945	5.22304313352253e-19	0.99614	0.80902	0.90258	9.28771237954945	0.80902	0.99614
chr9_137576309_137576402_-	chr9_137577470_137577603_-	ENSG00000148399.13	pseudoBulk	11	0	0	14	4.34504575004365e-06	9.2667865406949	6.61689369360041e-05	0.00776596	0.214343	0.111054	9.2667865406949	0.00776596	0.214343
chr6_36095987_36096066_+	chr6_36100188_36100267_+	ENSG00000112062.10	pseudoBulk	0	9	17	0	3.07464232385756e-06	-9.25738784269265	4.74927395856023e-05	1	0.99825	0.999125	9.25739	0.99825	1
chr8_76986187_76986296_-	chr8_76988307_76988338_-	ENSG00000164751.15	pseudoBulk	37	4	0	33	7.22533942962991e-14	9.2538474849874	1.56826875633832e-12	0.675455	0.00446875	0.339962	9.2538474849874	0.00446875	0.675455
chr11_73718613_73718718_-	chr11_73718785_73718890_-	ENSG00000175582.19	pseudoBulk	0	68	31	7	6.03345730494795e-18	-9.23430422957961	1.48446290181662e-16	0.999981	0.999623	0.999802	9.2343	0.999623	0.999981
chr12_53172346_53172436_-	chr12_53172522_53172648_-	ENSG00000139631.18	pseudoBulk	15	0	0	10	4.57621657391624e-06	9.22881869049588	6.91318287718521e-05	0.891132	0.936787	0.91396	9.22881869049588	0.891132	0.936787
chr1_113895757_113896038_-	chr1_113896258_113896465_-	ENSG00000134262.13	pseudoBulk	173	7	2	48	1.75237963979534e-40	9.21223580630028	9.32140407132858e-39	0.834695	0.97975	0.907223	9.21223580630028	0.834695	0.97975
chr1_83942463_83942679_-	chr1_83952187_83952387_-	ENSG00000137941.17	pseudoBulk	8	1	0	37	5.90382065180866e-09	9.20945336562895	1.04926625536272e-07	0.99212	0.888453	0.940287	9.20945336562895	0.888453	0.99212
chr6_32518054_32518077_-	chr6_32518556_32518666_-	ENSG00000198502.6	pseudoBulk	16	0	1	17	2.55148486768624e-07	9.08746284125034	4.26379231421957e-06	0.00933333	0.516595	0.262964	9.08746284125034	0.00933333	0.516595
chr2_95405553_95405803_+	chr2_95406941_95407157_+	ENSG00000115042.10	pseudoBulk	65	2	0	8	1.44908983681848e-12	9.02236781302845	3.01529748699119e-11	0.5889	0.876005	0.732452	9.02236781302845	0.5889	0.876005
chr19_19878481_19878607_+	chr19_19880051_19880146_+	ENSG00000256771.4	pseudoBulk	44	0	10	58	6.18750842952082e-18	8.99548451887751	1.51742266756387e-16	0.0896929	0.0324583	0.0610756	8.99548451887751	0.0324583	0.0896929
chr1_70187265_70187338_-	chr1_70189092_70189273_-	ENSG00000066557.6	pseudoBulk	82	0	4	12	1.79723487344456e-15	8.94251450533924	4.07663739343224e-14	0.985189	0.987813	0.986501	8.94251450533924	0.985189	0.987813
chr17_50737287_50737479_+	chr17_50738137_50738199_+	ENSG00000108848.16	pseudoBulk	444	517	13	7336	0	8.92073360148913	0	0.972648	0.994397	0.983522	8.92073360148913	0.972648	0.994397
chr2_97578906_97579043_-	chr2_97580462_97580568_-	ENSG00000196912.12	pseudoBulk	133	1	95	329	2.28155020931197e-55	8.84737060090548	1.58104784621559e-53	0.287384	0.00571028	0.146547	8.84737060090548	0.00571028	0.287384
chr22_43755766_43755832_-	chr22_43765305_43765393_-	ENSG00000186976.15	pseudoBulk	50	0	2	9	1.06152341963034e-10	8.81378119121704	2.09349672784282e-09	0.457896	0.55336	0.505628	8.81378119121704	0.457896	0.55336
chr22_42127842_42127983_-	chr22_42128174_42128350_-	ENSG00000100197.22	pseudoBulk	11	0	2	40	8.16270222024052e-10	8.78135971352466	1.52237067803335e-08	0.27543	0.193475	0.234453	8.78135971352466	0.193475	0.27543
chr2_178535732_178535828_+	chr2_178537604_178537691_+	ENSG00000237298.10	pseudoBulk	19	0	6	69	5.43380422799986e-15	8.7714894695006	1.217911038636e-13	0.996938	0.993284	0.995111	8.7714894695006	0.993284	0.996938
chr18_13040830_13040956_+	chr18_13042204_13042334_+	ENSG00000101639.18	pseudoBulk	30	1	2	29	6.81040928050636e-12	8.76487159073609	1.38656675405122e-10	0.588047	0.527565	0.557806	8.76487159073609	0.527565	0.588047
chr15_59650669_59650773_-	chr15_59652206_59652326_-	ENSG00000140307.11	pseudoBulk	157	2	4	22	3.62213057686211e-30	8.75405236752892	1.41027514796509e-28	0.998352	0.987917	0.993135	8.75405236752892	0.987917	0.998352
chr10_53811549_53811619_-	chr10_53816239_53816277_-	ENSG00000150275.18	pseudoBulk	58	3	0	11	4.50762063608678e-12	8.73245011304371	9.27732507535465e-11	0.997662	0.997872	0.997767	8.73245011304371	0.997662	0.997872
chr6_108346988_108347039_+	chr6_108355654_108355755_+	ENSG00000135537.17	pseudoBulk	20	2	0	19	3.93229622215658e-08	8.56985560833095	6.71994064284319e-07	0.996846	0.997804	0.997325	8.56985560833095	0.996846	0.997804
chr6_116572858_116572985_+	chr6_116574058_116574171_+	ENSG00000111832.13	pseudoBulk	86	0	75	163	5.24084578089178e-27	8.54617421843729	1.876119101231e-25	0.965438	0.994482	0.97996	8.54617421843729	0.965438	0.994482
chr4_121809834_121809916_+	chr4_121809967_121810099_+	ENSG00000123737.13	pseudoBulk	0	14	89	7	3.23712009582388e-15	-8.4757334309664	7.29886758921804e-14	0.309205	0.997677	0.653441	8.47573	0.309205	0.997677
chr7_139147145_139147290_+	chr7_139148206_139148377_+	ENSG00000105948.13	pseudoBulk	35	0	3	15	1.39432845330484e-09	8.45121111183233	2.56875517060328e-08	0.995815	0.993477	0.994646	8.45121111183233	0.993477	0.995815
chr12_22517986_22518137_-	chr12_22519115_22519239_-	ENSG00000111731.12	pseudoBulk	0	23	53	7	4.41934488180037e-13	-8.44412748856261	9.3243023701359e-12	0.999658	0.999608	0.999633	8.44413	0.999608	0.999658
chr19_19335718_19335735_+	chr19_19336122_19336187_+	ENSG00000129933.21	pseudoBulk	45	0	2	7	6.71868930701309e-09	8.29920801838728	1.19128710161036e-07	0.998389	0.985667	0.992028	8.29920801838728	0.985667	0.998389
chr11_45945840_45946003_-	chr11_45946076_45946098_-	ENSG00000135365.15	pseudoBulk	0	15	9	1	3.07911743698615e-05	-8.07681559705083	0.000439655045344922	0.999665	1	0.999833	8.07682	0.999665	1
chr11_108405429_108405559_-	chr11_108406763_108406963_-	ENSG00000166323.13	pseudoBulk	117	2	7	31	7.38845099852755e-25	8.01720610791268	2.41592193929748e-23	0.780473	0.915448	0.847961	8.01720610791268	0.780473	0.915448
chrX_19687617_19687691_-	chrX_19694995_19695051_-	ENSG00000147010.18	pseudoBulk	13	7	0	69	5.67196219175288e-12	8.00160925286166	1.15790541102986e-10	0.998933	0.998263	0.998598	8.00160925286166	0.998263	0.998933
chr15_33064957_33065074_-	chr15_33088799_33088974_-	ENSG00000248905.10	pseudoBulk	75	18	0	30	1.88064617329029e-14	7.96578428466209	4.14146938085631e-13	0.975831	0.60142	0.788625	7.96578428466209	0.60142	0.975831
chr6_32580247_32580270_-	chr6_32580746_32580856_-	ENSG00000196126.11	pseudoBulk	542	0	105	24	2.22246439424478e-23	7.95286602440891	6.66155704747502e-22	0.239458	0.178901	0.20918	7.95286602440891	0.178901	0.239458
chr11_31460626_31460714_-	chr11_31463172_31463305_-	ENSG00000148950.11	pseudoBulk	51	0	15	35	6.85867147404695e-13	7.89481776330794	1.43906026070871e-11	0.997461	0.993828	0.995645	7.89481776330794	0.993828	0.997461
chr5_65569878_65569998_+	chr5_65571839_65572286_+	ENSG00000113593.12	pseudoBulk	107	11	0	12	9.66522080986841e-14	7.86699786848501	2.09183696696087e-12	0.997917	0.993647	0.995782	7.86699786848501	0.993647	0.997917
chr13_21421061_21421164_-	chr13_21425652_21425678_-	ENSG00000180776.15	pseudoBulk	58	0	4	8	1.00339271217163e-09	7.85798099512757	1.86216437264433e-08	0.999712	0.992889	0.996301	7.85798099512757	0.992889	0.999712
chr14_80831143_80831294_-	chr14_80836205_80836337_-	ENSG00000100629.17	pseudoBulk	79	3	1	8	4.94866639036852e-12	7.71881824745595	1.01298564574381e-10	0.774882	0.67812	0.726501	7.71881824745595	0.67812	0.774882
chr6_42592151_42592229_+	chr6_42594191_42594304_+	ENSG00000024048.10	pseudoBulk	840	4	50	45	1.66524144133362e-82	7.56224242422107	1.59217792837094e-80	0.999595	0.998088	0.998841	7.56224242422107	0.998088	0.999595
chr11_113852501_113852633_-	chr11_113854258_113854335_-	ENSG00000048028.11	pseudoBulk	487	71	4	107	3.10983704313794e-73	7.51949782897881	2.55323791691356e-71	0.915617	0.990718	0.953167	7.51949782897881	0.915617	0.990718
chrX_24151691_24151800_+	chrX_24152720_24152830_+	ENSG00000005889.15	pseudoBulk	7	0	3	31	3.61840371185748e-06	7.17658873172332	5.5664332858358e-05	0.3209	0.793793	0.557346	7.17658873172332	0.3209	0.793793
chr11_132317655_132317690_+	chr11_132330153_132330185_+	ENSG00000182667.14	pseudoBulk	63	2	52	238	5.51673861860962e-34	7.17165796866677	2.35423938871995e-32	0.998333	0.998182	0.998258	7.17165796866677	0.998182	0.998333
chr1_193069034_193069634_+	chr1_193075820_193076040_+	ENSG00000116747.12	pseudoBulk	99	0	22	16	4.93590171243798e-11	7.16992500144231	9.81125100854983e-10	0.990571	0.986113	0.988342	7.16992500144231	0.986113	0.990571
chr2_73950585_73950732_+	chr2_73957125_73957240_+	ENSG00000114956.20	pseudoBulk	93	55	0	41	3.77323281977608e-12	7.11535110220146	7.80840299026672e-11	0.981007	0.901181	0.941094	7.11535110220146	0.901181	0.981007
chr20_44938061_44938191_+	chr20_44938674_44938748_+	ENSG00000101104.13	pseudoBulk	159	29	0	12	2.60459846808588e-11	7.03986446087794	5.20463719639359e-10	0.986954	0.191907	0.58943	7.03986446087794	0.191907	0.986954
chr6_55514048_55514196_-	chr6_55516508_55516603_-	ENSG00000146151.13	pseudoBulk	28	6	0	14	7.88365132669094e-07	7.02974734339405	1.27239816906389e-05	0.990268	0.984927	0.987598	7.02974734339405	0.984927	0.990268
chr2_203245846_203245895_+	chr2_203246755_203246921_+	ENSG00000119004.16	pseudoBulk	114	46	1	52	6.56637644984523e-18	7.00976777624882	1.6051247007145e-16	0.98548	0.979048	0.982264	7.00976777624882	0.979048	0.98548
chr2_97122887_97122993_+	chr2_97124460_97124597_+	ENSG00000135976.20	pseudoBulk	51	176	0	218	3.12854008131045e-13	6.98117804811112	6.63793821282374e-12	0.0267757	0.195442	0.111109	6.98117804811112	0.0267757	0.195442
chr7_67305987_67306083_+	chr7_67308935_67309139_+	ENSG00000106610.15	pseudoBulk	81	9	0	7	1.59076325848916e-08	6.97727992349992	2.74957515513533e-07	0.386412	0.104093	0.245252	6.97727992349992	0.104093	0.386412
chr11_113698905_113699027_-	chr11_113699595_113699693_-	ENSG00000166682.13	pseudoBulk	21	3	0	9	2.16305653750034e-05	6.97727992349992	0.000311207495076968	0.413764	0.19601	0.304887	6.97727992349992	0.19601	0.413764
chr5_72900006_72900081_+	chr5_72900151_72900224_+	ENSG00000083312.17	pseudoBulk	0	124	9	19	1.31436416446612e-09	-6.8761937983856	2.42735827286897e-08	0.999526	0.999446	0.999486	6.87619	0.999446	0.999526
chr4_86693587_86693674_+	chr4_86701241_86701801_+	ENSG00000163629.13	pseudoBulk	29	2	1	8	4.41590811175741e-06	6.85798099512757	6.71127630708994e-05	0.946045	0.923895	0.93497	6.85798099512757	0.923895	0.946045
chr17_20392364_20392584_+	chr17_20394021_20394230_+	ENSG00000154898.15	pseudoBulk	108	42	0	19	3.57359881063063e-09	6.61049759282829	6.39638835892219e-08	0.0396652	0.0261857	0.0329254	6.61049759282829	0.0261857	0.0396652
chr14_92704640_92704707_-	chr14_92706483_92706653_-	ENSG00000100600.15	pseudoBulk	65	3	5	22	1.03855234948081e-13	6.57490883605723	2.23492398500251e-12	0.317632	0.130813	0.224223	6.57490883605723	0.130813	0.317632
chr5_95906523_95906782_-	chr5_95919424_95919545_-	ENSG00000118985.16	pseudoBulk	96	4	6	23	1.62066546738114e-17	6.52356195605701	3.94887298406652e-16	0.971338	0.997918	0.984628	6.52356195605701	0.971338	0.997918
chr10_73825279_73825347_-	chr10_73828089_73828121_-	ENSG00000148660.20	pseudoBulk	3	43	44	7	2.09575710120337e-14	-6.49337895056063	4.60176020471216e-13	0.999841	0.999606	0.999723	6.49338	0.999606	0.999841
chr19_37770005_37770097_-	chr19_37771564_37771696_-	ENSG00000189144.13	pseudoBulk	10	1	1	9	0.00107436271627186	6.49185309632967	0.0142619904864047	0.972237	0.986549	0.979393	6.49185309632967	0.972237	0.986549
chr13_60439688_60439772_+	chr13_60444683_60444748_+	ENSG00000083544.15	pseudoBulk	174	20	3	30	5.45603808490001e-24	6.44294349584873	1.66848351532889e-22	0.998706	0.997439	0.998072	6.44294349584873	0.997439	0.998706
chr19_23373742_23373837_-	chr19_23374638_23374764_-	ENSG00000167232.14	pseudoBulk	860	9	63	54	1.13365820475592e-76	6.3558754268107	9.95692336558613e-75	0.0284688	0.291087	0.159778	6.3558754268107	0.0284688	0.291087
chr3_195985627_195985789_-	chr3_195986519_195986604_-	ENSG00000185485.14	pseudoBulk	24	53	0	88	5.20567546116457e-08	6.31647366479525	8.85595904434412e-07	0.330417	0.170058	0.250238	6.31647366479525	0.170058	0.330417
chrX_14868923_14869043_-	chrX_14869112_14869141_-	ENSG00000181544.15	pseudoBulk	0	50	15	21	2.18612748292085e-06	-6.15842936260448	3.42586248297683e-05	0.311826	0.373567	0.342696	6.15843	0.311826	0.373567
chr1_92662719_92662865_-	chr1_92663420_92663452_-	ENSG00000067208.14	pseudoBulk	60	0	51	30	3.30915341957538e-07	6.14135584924554	5.46943143852838e-06	0.996626	0.998545	0.997586	6.14135584924554	0.996626	0.998545
chr2_201342370_201342431_-	chr2_201344170_201344263_-	ENSG00000155749.12	pseudoBulk	45	0	22	16	4.98177769040369e-06	6.03242147769238	7.49587104454857e-05	0.756145	0.95166	0.853903	6.03242147769238	0.756145	0.95166
chr17_59119319_59119495_-	chr17_59131281_59131367_-	ENSG00000182628.13	pseudoBulk	28	0	7	8	0.000107866018482233	6	0.00150601349550754	0.944339	0.971805	0.958072	6	0.944339	0.971805
chr1_145393884_145393935_-	chr1_145394978_145395141_-	ENSG00000162825.16	pseudoBulk	41	2	2	6	6.97228834107407e-06	5.94251450533924	0.00010387447937987	0.000653846	0.00332927	0.00199156	5.94251450533924	0.000653846	0.00332927
chr4_75607183_75607361_-	chr4_75614255_75614449_-	ENSG00000138769.11	pseudoBulk	81	1	12	9	9.44239443196784e-08	5.92481250360578	1.59914836936792e-06	0.935006	0.972138	0.953572	5.92481250360578	0.935006	0.972138
chr12_42199136_42199235_-	chr12_42210355_42210454_-	ENSG00000015153.14	pseudoBulk	34	1	53	94	2.71874906005894e-10	5.91413123836478	5.22538210970434e-09	0.99171	0.99755	0.99463	5.91413123836478	0.99171	0.99755
chr5_66068877_66069020_+	chr5_66075024_66075230_+	ENSG00000112851.14	pseudoBulk	13	0	41	95	2.55504156704654e-06	5.91274332185396	3.97921780848123e-05	0.995917	0.998652	0.997285	5.91274332185396	0.995917	0.998652
chr10_113159920_113159992_+	chr10_113161579_113161603_+	ENSG00000148737.17	pseudoBulk	24	28	0	35	7.51648748534215e-06	5.90689059560852	0.000111105489945681	1	0.99896	0.99948	5.90689059560852	0.99896	1
chr12_81283010_81283039_-	chr12_81284241_81284303_-	ENSG00000139220.16	pseudoBulk	89	7	9	41	4.14380825943158e-19	5.85600551208456	1.06461799222847e-17	0.998233	0.997	0.997617	5.85600551208456	0.997	0.998233
chr4_176111575_176111703_+	chr4_176115796_176115979_+	ENSG00000150627.15	pseudoBulk	115	52	0	13	2.87913827415034e-06	5.84549005094437	4.45640016005427e-05	0.666419	0.990761	0.82859	5.84549005094437	0.666419	0.990761
chr9_33539449_33539502_+	chr9_33540078_33540212_+	ENSG00000230453.9	pseudoBulk	52	1	62	67	6.71607899268298e-10	5.81233259821199	1.26191825437578e-08	0.0157222	0.0291852	0.0224537	5.81233259821199	0.0157222	0.0291852
chr11_17269185_17269331_+	chr11_17282789_17282943_+	ENSG00000070081.17	pseudoBulk	2	21	16	3	4.04737876033991e-06	-5.8073549220576	6.1885425255817e-05	0.442129	0.211581	0.326855	5.80735	0.211581	0.442129
chr11_115190888_115190941_-	chr11_115198406_115198438_-	ENSG00000182985.17	pseudoBulk	377	8	192	214	5.73909037402758e-56	5.71492519894865	4.0513593503078e-54	1	0.999636	0.999818	5.71492519894865	0.999636	1
chr17_31016895_31017003_+	chr17_31021049_31021162_+	ENSG00000266865.6	pseudoBulk	11	0	25	57	3.87467195427479e-05	5.64846544302731	0.000550129313952089	0.564266	0.607132	0.585699	5.64846544302731	0.564266	0.607132
chr22_35752613_35752655_-	chr22_35756105_35756144_-	ENSG00000100320.23	pseudoBulk	66	0	165	62	4.01679065323953e-06	5.63226821549951	6.15423050753642e-05	1	1	1	5.63226821549951	1	1
chr10_18642476_18642555_-	chr10_18648490_18648645_-	ENSG00000241058.4	pseudoBulk	167	3	9	8	2.10918287629958e-12	5.62881679031058	4.37677613171924e-11	0.986025	0.854974	0.9205	5.62881679031058	0.854974	0.986025
chr18_58939445_58939621_+	chr18_58948067_58948229_+	ENSG00000074657.13	pseudoBulk	178	9	5	12	4.37394524157733e-16	5.56884283535788	1.01969387762754e-14	0.998718	0.99754	0.998129	5.56884283535788	0.99754	0.998718
chr1_243293091_243293219_+	chr1_243304713_243304777_+	ENSG00000054282.16	pseudoBulk	127	7	58	151	2.20292026897506e-33	5.56175350891207	9.29580977932485e-32	0.406581	0.102062	0.254322	5.56175350891207	0.102062	0.406581
chr13_19837656_19837821_-	chr13_19838700_19838985_-	ENSG00000132950.19	pseudoBulk	343	44	95	570	2.32747948181825e-122	5.54759564825667	3.90674286421041e-120	0.0964398	0.445874	0.271157	5.54759564825667	0.0964398	0.445874
chr15_70895849_70895936_+	chr15_70900922_70901024_+	ENSG00000137821.11	pseudoBulk	107	61	0	13	2.58305997686546e-05	5.51116936697935	0.000370224670564789	0.882591	0.997922	0.940257	5.51116936697935	0.882591	0.997922
chr18_68700405_68700485_-	chr18_68701745_68701790_-	ENSG00000166479.10	pseudoBulk	104	28	1	12	2.64698029285585e-07	5.47804729680464	4.41361031738595e-06	0.992605	1	0.996302	5.47804729680464	0.992605	1
chr14_68878458_68878523_-	chr14_68878989_68879069_-	ENSG00000072110.13	pseudoBulk	42	17	194	2	7.66775671748216e-12	-5.29505826065871	1.54859624972456e-10	0.999424	0.999753	0.999588	5.29506	0.999424	0.999753
chr5_134741063_134741523_+	chr5_134743987_134744052_+	ENSG00000164615.5	pseudoBulk	292	4	34	16	1.43630908217647e-16	5.10236171762968	3.39939364185576e-15	0.927226	0.992924	0.960075	5.10236171762968	0.927226	0.992924
chr10_45963885_45964871_-	chr10_45965789_45965855_-	ENSG00000239883.8	pseudoBulk	10	42	1	138	5.64901838162896e-06	5.03813512888677	8.48294171634738e-05	0.665458	0.885552	0.775505	5.03813512888677	0.665458	0.885552
chr9_36209267_36209320_+	chr9_36210625_36210660_+	ENSG00000122705.17	pseudoBulk	76	79	8	267	2.19464170728991e-30	5.00484269695404	8.63383768837051e-29	0.999778	1	0.999889	5.00484269695404	0.999778	1
chr7_16301421_16301466_-	chr7_16308523_16308627_-	ENSG00000214960.10	pseudoBulk	48	5	22	71	2.74606793843044e-14	4.95334990670118	6.01220337105641e-13	0.996326	0.942629	0.969477	4.95334990670118	0.942629	0.996326
chr9_105479354_105479376_+	chr9_105484381_105484502_+	ENSG00000106701.12	pseudoBulk	136	1	49	11	9.39306963988122e-06	4.93218461577243	0.000138033946012231	1	0.998918	0.999459	4.93218461577243	0.998918	1
chr3_62513638_62513706_-	chr3_62515285_62515320_-	ENSG00000163618.18	pseudoBulk	0	32	22	47	0.000800560526386449	-4.90484276695966	0.0107025485048461	1	0.998583	0.999291	4.90484	0.998583	1
chr17_17882705_17882863_-	chr17_17884634_17884768_-	ENSG00000175662.17	pseudoBulk	455	42	21	55	1.44304294964564e-42	4.8264476030532	8.13422046698696e-41	0.985484	0.95363	0.969557	4.8264476030532	0.95363	0.985484
chr13_77227042_77227157_-	chr13_77233156_77233263_-	ENSG00000005810.18	pseudoBulk	7	4	8	107	4.22854178015301e-07	4.54882190845875	6.95856071194038e-06	0.999026	0.999185	0.999105	4.54882190845875	0.999026	0.999185
chr5_110606164_110606287_-	chr5_110618429_110618562_-	ENSG00000186952.15	pseudoBulk	119	33	2	12	1.29152937031351e-06	4.43538614467065	2.04945701690993e-05	0.890823	0.920612	0.905717	4.43538614467065	0.890823	0.920612
chr5_103096541_103096826_-	chr5_103097590_103097781_-	ENSG00000145723.17	pseudoBulk	27	4	3	9	0.000310071587795932	4.33985000288462	0.00426610076243457	0.924304	0.439729	0.682017	4.33985000288462	0.439729	0.924304
chr18_58709378_58709556_+	chr18_58710921_58710953_+	ENSG00000172175.15	pseudoBulk	44	20	22	0	0.00692259443350652	-4.32192809488736	0.0874398059392002	0.969631	0.996121	0.982876	4.32193	0.969631	0.996121
chr11_85631145_85631316_+	chr11_85631687_85631808_+	ENSG00000171204.13	pseudoBulk	71	0	126	17	0.0057873670618411	4.2599300372551	0.0738415495596202	0.124407	0.438311	0.281359	4.2599300372551	0.124407	0.438311
chr16_27648604_27648735_+	chr16_27654608_27654736_+	ENSG00000047578.13	pseudoBulk	17	16	0	9	0.0160476356834213	4.25738784269265	0.19677586240247	0.468023	0.420116	0.44407	4.25738784269265	0.420116	0.468023
chr10_32689053_32689163_+	chr10_32694879_32694992_+	ENSG00000216937.13	pseudoBulk	5	3	4	45	0.000711980266667742	4.22881869049588	0.00958620199243535	0.634234	0.0160877	0.325161	4.22881869049588	0.0160877	0.634234
chr2_10654481_10654547_-	chr2_10657742_10657891_-	ENSG00000115761.16	pseudoBulk	72	13	3	10	5.85303460191071e-06	4.20645087746743	8.77186694248992e-05	0.947851	0.983427	0.965639	4.20645087746743	0.947851	0.983427
chr9_89418056_89418118_-	chr9_89418363_89418437_-	ENSG00000187764.11	pseudoBulk	14	75	0	48	0.00920390174931785	4.16349873228288	0.115482708983163	0.270333	0.00306667	0.1367	4.16349873228288	0.00306667	0.270333
chr6_82210814_82210910_-	chr6_82211490_82211572_-	ENSG00000005700.15	pseudoBulk	42	3	4	5	0.00113420568233203	4.12928301694497	0.0150299814069659	0.977062	0.900446	0.938754	4.12928301694497	0.900446	0.977062
chr7_90305968_90306085_+	chr7_90306901_90307098_+	ENSG00000105792.19	pseudoBulk	1	10	34	21	0.00413366197099825	-4.01707351335894	0.0531005615196949	0.173297	0.982116	0.577707	4.01707	0.173297	0.982116
chr1_77639449_77639602_-	chr1_77641384_77641446_-	ENSG00000036549.13	pseudoBulk	110	8	6	7	4.24099679883561e-06	4.00375213486111	6.47148912899107e-05	0.995344	0.65473	0.825037	4.00375213486111	0.65473	0.995344
chr12_68325172_68325247_-	chr12_68325441_68325575_-	ENSG00000111554.14	pseudoBulk	0	9	25	29	0.0238009524700255	-3.95580019608947	0.284458384354699	0.914447	0.963807	0.939127	3.9558	0.914447	0.963807
chr3_114046591_114046732_-	chr3_114053597_114053635_-	ENSG00000163617.11	pseudoBulk	72	60	35	433	5.02172413326239e-35	3.89197460361555	2.20529089580282e-33	0.575697	0.401256	0.488476	3.89197460361555	0.401256	0.575697
chr1_93183360_93183495_+	chr1_93183978_93184146_+	ENSG00000122483.17	pseudoBulk	112	23	2	6	0.000449482104072574	3.86875546672175	0.00615056209898263	0.994654	0.857757	0.926206	3.86875546672175	0.857757	0.994654
chr9_35684732_35684807_-	chr9_35685064_35685139_-	ENSG00000198467.16	pseudoBulk	7	144	7	10	2.53656118808407e-06	-3.84799690655495	3.95859855356955e-05	0.997289	0.941132	0.96921	3.848	0.941132	0.997289
chr4_112547285_112547408_-	chr4_112548253_112548380_-	ENSG00000138658.15	pseudoBulk	9	19	1	30	0.00908586579332113	3.82888808360725	0.114191381161899	0.993565	0.949516	0.971541	3.82888808360725	0.949516	0.993565
chr16_30759012_30759101_-	chr16_30759178_30759247_-	ENSG00000196118.12	pseudoBulk	19	0	54	20	0.0247841052081396	3.81496810616748	0.294809177389133	0.259011	0.721886	0.490449	3.81496810616748	0.259011	0.721886
chr16_15047855_15047920_-	chr16_15047997_15048099_-	ENSG00000157045.9	pseudoBulk	10	27	0	19	0.0330208727997389	3.81496810616748	0.383132540991659	0.999712	0.997107	0.998409	3.81496810616748	0.997107	0.999712
chr1_19890385_19890533_+	chr1_19894368_19894480_+	ENSG00000169914.6	pseudoBulk	404	88	18	54	8.37925043201397e-25	3.78374236483565	2.72808982513123e-23	0.987396	0.99785	0.992623	3.78374236483565	0.987396	0.99785
chr5_171957597_171957698_-	chr5_171996890_171997051_-	ENSG00000072803.17	pseudoBulk	2	39	40	57	5.3548673223205e-05	-3.77444029958487	0.000756025445918048	0.999863	0.997444	0.998653	3.77444	0.997444	0.999863
chr1_149783170_149783190_+	chr1_149784003_149784257_+	ENSG00000150337.13	pseudoBulk	96	6	17	14	3.9525288672862e-07	3.71989208080726	6.51855077508806e-06	0.543143	0.249824	0.396483	3.71989208080726	0.249824	0.543143
chr1_59904366_59904516_-	chr1_59904871_59905058_-	ENSG00000134716.11	pseudoBulk	26	0	64	16	0.0308139269354788	3.70043971814109	0.360851748557247	0.042106	0.74142	0.391763	3.70043971814109	0.042106	0.74142
chr1_202445046_202445228_+	chr1_202448989_202449171_+	ENSG00000077157.22	pseudoBulk	13	0	20	10	0.0473409238710549	3.70043971814109	0.540157262799896	0.998104	0.817399	0.907752	3.70043971814109	0.817399	0.998104
chr10_95371326_95371427_-	chr10_95371984_95372049_-	ENSG00000095637.22	pseudoBulk	10	8	14	145	2.9304351935268e-07	3.69448226284469	4.87548414899386e-06	0.998	1	0.999	3.69448226284469	0.998	1
chr4_40073455_40073551_+	chr4_40097227_40097569_+	ENSG00000078177.14	pseudoBulk	11	31	0	17	0.0487997689554611	3.59269814950076	0.555125486397814	0.272072	0.994198	0.633135	3.59269814950076	0.272072	0.994198
chr19_36692392_36692515_+	chr19_36694802_36694876_+	ENSG00000189042.13	pseudoBulk	9	0	88	57	0.0439808948727642	3.54338339696976	0.50334018725952	0.121105	0.669147	0.395126	3.54338339696976	0.121105	0.669147
chr7_148832634_148832750_-	chr7_148836822_148837000_-	ENSG00000106462.11	pseudoBulk	17	36	0	12	0.0549439732526512	3.50250034052918	0.621276719239364	0.998308	0.999676	0.998992	3.50250034052918	0.998308	0.999676
chr8_99507137_99507203_+	chr8_99507770_99507911_+	ENSG00000132549.18	pseudoBulk	17	23	95	12	1.64007742609773e-08	-3.42099222241647	2.82834068509509e-07	0.998642	0.998817	0.99873	3.42099	0.998642	0.998817
chr6_84217799_84217860_-	chr6_84219103_84219214_-	ENSG00000135315.12	pseudoBulk	5	9	9	169	0.000203752751266131	3.38295752828492	0.00281356942350737	0.00974194	0.0814821	0.045612	3.38295752828492	0.00974194	0.0814821
chr2_11457179_11457233_-	chr2_11458281_11458351_-	ENSG00000169016.17	pseudoBulk	8	35	0	22	0.0781552243453242	3.33014860169233	0.855559865614977	0.9986	0.0802958	0.539448	3.33014860169233	0.0802958	0.9986
