TSS	size	covered	sum	mean	phastcons	Gene	Exon	Inclusion	Exclusion	dPI	pval	dPSI	logOddsRatio	nrow	FDR
chr11_62621961_62621969_-	9	9	1.587	0.176333	0.176333	ENSG00000149541.10	chr11_62620497_62620671_-	51	14	0.0167867671143138	0.052204597805859	-0.141745823779889	NA	5	1
chr11_62679044_62679050_-	7	7	0.178	0.0254286	0.0254286	ENSG00000162191.13	chr11_62676813_62677005_-	34	0	0.137651821862348	0.433336131388855	-0.137651821862348	-1.67468131591186	2	1
chr11_62679044_62679050_-	7	7	0.178	0.0254286	0.0254286	ENSG00000162191.13	chr11_62677518_62677634_-	23	11	0.0386536780317222	0.476625210005871	-0.0386536780317223	-0.505835787160639	2	1
chr11_62679044_62679050_-	7	7	0.178	0.0254286	0.0254286	ENSG00000162191.13	chr11_62677518_62677832_-	11	23	-0.0116986120290813	0.943354156061916	-0.0116986120290813	0.1498602114456	2	1
chr11_62679044_62679050_-	7	7	0.178	0.0254286	0.0254286	ENSG00000162191.13	chr11_62677781_62677832_-	23	11	0.0288593965193439	0.630605112801944	0.0288593965193439	-0.377790816323478	2	1
chr11_62679056_62679100_-	45	45	31.73	0.705111	0.705111	ENSG00000162191.13	chr11_62677927_62678118_-	280	17	-0.0639412997903563	0.655790346685857	0.0639412997903564	-1.20610733774896	2	1
chr11_62679044_62679050_-	7	7	0.178	0.0254286	0.0254286	ENSG00000162191.13	chr11_62678690_62678743_-	42	2	0.0540229885057471	0.556123187367697	-0.0540229885057472	-0.942284502143713	2	1
chr11_62787389_62787430_+	42	42	0.554	0.0131905	0.0131905	ENSG00000185475.11	chr11_62789292_62789426_+	111	20	0.228494623655914	0.00416625469704732	0.228494623655914	2.09397614820901	2	0.563021849900865
chr11_62787389_62787430_+	42	42	0.554	0.0131905	0.0131905	ENSG00000185475.11	chr11_62789601_62789679_+	116	15	-0.0356376127093173	0.977576150008651	0.0356376127093173	-0.441227023259707	2	1
chr11_62880886_62880909_+	24	24	0.754	0.0314167	0.0314167	ENSG00000168003.16	chr11_62881893_62882066_+	64	81	-0.0762288477034649	0.147589419763563	0.0762288477034649	-1.50977500432694	2	1
chr11_62881955_62881971_+	17	17	16.884	0.993176	0.993176	ENSG00000168003.16	chr11_62883989_62884112_+	1	17	-0.0746722846441948	0.065898743469575	0.166666666666667	NA	3	1
chr11_63614493_63614497_-	5	5	2.316	0.4632	0.4632	ENSG00000176485.11	chr11_63614000_63614068_-	12	1	0.0307587149692413	1.27490531335428e-10	-0.277587909166857	NA	4	7.55138697752991e-08
chr11_63681465_63681475_+	11	11	10.054	0.914	0.914	ENSG00000133318.14	chr11_63704851_63704907_+	2	20	0.0221260221260221	0.201237000342374	-0.155459355459356	NA	3	1
chr11_65540612_65540638_-	27	27	3.802	0.140815	0.140815	ENSG00000168056.16	chr11_65540013_65540153_-	42	105	0.061046511627907	0.461088350050334	0.061046511627907	0.678071905112638	2	1
chr11_65720471_65720541_-	71	71	0.245	0.0034507	0.0034507	ENSG00000172922.11	chr11_65719681_65719809_-	1	46	-0.0936120789779326	0.542077092183701	0.0936120789779327	1.41802754188466	2	1
chr11_65720471_65720541_-	71	71	0.245	0.0034507	0.0034507	ENSG00000172922.11	chr11_65720045_65720164_-	46	6	-0.172222222222222	0.0647413711441585	-0.172222222222222	1.54866637149817	2	1
chr11_66289035_66289051_-	17	17	0.463	0.0272353	0.0272353	ENSG00000174851.16	chr11_66285697_66285758_-	6	32	0.328813559322034	0.068043479982888	0.328813559322034	-2.01122725542325	2	1
chr11_66593172_66593193_+	22	22	0.022	0.001	0.001	ENSG00000173992.9	chr11_66599116_66599253_+	18	365	-0.00201918223119635	0.659973952942762	0.0513629480060576	NA	3	1
chr11_66593160_66593170_+	11	11	0.073	0.00663636	0.00663636	ENSG00000173992.9	chr11_66599116_66599636_+	35	42	-0.00438871473354233	0.288361048818204	0.0539184952978056	NA	3	1
chr11_66593172_66593193_+	22	22	0.022	0.001	0.001	ENSG00000173992.9	chr11_66599459_66599636_+	17	366	-0.0158730158730158	0.641391307503316	0.0582010582010582	NA	3	1
chr11_66593195_66593211_+	17	17	0.003	0.000176471	0.000176471	ENSG00000173992.9	chr11_66605154_66605416_+	8	67	-0.0547528517110266	0.306224990464013	0.120437262357414	NA	3	1
chr11_67289285_67289354_+	70	70	1.641	0.0234429	0.0234429	ENSG00000172932.16	chr11_67290078_67290213_+	162	26	-0.0478917230609057	0.706699958244118	0.0478917230609058	-0.360589715256467	2	1
chr11_67289285_67289354_+	70	70	1.641	0.0234429	0.0234429	ENSG00000172932.16	chr11_67290322_67290446_+	144	44	0.0325517685923777	0.733201511966783	0.0325517685923777	0.230500441685401	2	1
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67464803_67464856_-	13	9	-0.0803201506591337	1.50352769487711e-07	0.38210922787194	NA	3	6.68489463960216e-05
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67465056_67465100_-	21	1	0.123106060606061	0.0505388176190997	-0.123106060606061	-2.87606767214162	2	1
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67467501_67467563_-	3	19	-0.072210953346856	0.251276778861612	0.072210953346856	1.27064758994367	2	1
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67467501_67467590_-	19	3	0.072210953346856	0.251276778861612	0.072210953346856	-1.27064758994367	2	1
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67468017_67468092_-	12	10	0.0773553719008264	0.151377694959202	-0.0773553719008265	-1.08017034868398	2	1
chr11_67469154_67469178_-	25	25	24.097	0.96388	0.96388	ENSG00000172663.9	chr11_67468028_67468092_-	10	12	-0.0773553719008264	0.151377694959202	0.0773553719008265	1.08017034868398	2	1
chr11_67483020_67483056_+	37	37	22.146	0.598541	0.598541	ENSG00000110711.10	chr11_67490316_67490457_+	25	2	0.216374269005848	0.388593107119883	0.216374269005848	-1.45121111183233	2	1
chr11_67583804_67583822_+	19	19	0.223	0.0117368	0.0117368	ENSG00000084207.18	chr11_67584685_67585241_+	7	349	-0.310686880029946	0.00874979051273474	-0.310686880029946	-2.27049449448633	2	0.933262469672703
chr11_68030648_68030718_+	71	71	3.796	0.0534648	0.0534648	ENSG00000110717.13	chr11_68032286_68033012_+	25	188	-0.137662337662338	0.0511570044824566	0.137662337662338	-1.45130104326562	2	1
chr11_68030624_68030634_+	11	11	0.022	0.002	0.002	ENSG00000110717.13	chr11_68032923_68033283_+	3	16	0.0827773659500865	0.409801891977559	-0.0827773659500866	-1.20701432017753	2	1
chr11_69675306_69675364_-	59	59	3.451	0.0584915	0.0584915	ENSG00000149716.13	chr11_69671749_69671819_-	76	29	-0.00865460267505891	1	0.00865460267505901	-0.195015982405143	2	1
chr11_69675368_69675386_-	19	19	17.296	0.910316	0.910316	ENSG00000149716.13	chr11_69673216_69673321_-	8	5	-0.0726817042606516	0.321976195469973	0.0726817042606517	1.14295795384204	2	1
chr11_70326637_70326649_+	13	13	12.852	0.988615	0.988615	ENSG00000131626.18	chr11_70333470_70333553_+	13	21	0.046785264042583	0.00944171454185048	-0.246112900966522	NA	4	0.988134090811274
chr11_73647619_73647642_+	24	24	5.593	0.233042	0.233042	ENSG00000021300.14	chr11_73652975_73653014_+	4	40	-0.18996062992126	0.0541542530854155	0.18996062992126	1.68633952109624	2	1
chr11_73760655_73760722_-	68	68	52.901	0.777956	0.777956	ENSG00000175582.19	chr11_73718785_73718890_-	1	12	-0.171945701357466	0.223732154021052	-0.171945701357466	2.26303440583379	2	1
chr11_73761052_73761159_-	108	108	80.9	0.749074	0.749074	ENSG00000175582.19	chr11_73720846_73720899_-	56	197	0.00242914979757092	0.143818932399149	-0.0545401966454598	NA	3	1
chr11_73760655_73760722_-	68	68	52.901	0.777956	0.777956	ENSG00000175582.19	chr11_73730765_73730823_-	46	57	0.00763485728108368	0.292463889046281	-0.0305847847121432	NA	3	1
chr11_74171391_74171425_+	35	35	19.402	0.554343	0.554343	ENSG00000214517.10	chr11_74204353_74204445_+	1	9	-0.020609756097561	0.131664748005622	0.131829268292683	NA	3	1
chr11_74949059_74949111_-	53	53	3.288	0.0620377	0.0620377	ENSG00000166435.15	chr11_74933801_74933872_-	13	62	0.178362573099415	0.244534259891098	0.178362573099415	-1.12475503100795	2	1
chr11_74949059_74949111_-	53	53	3.288	0.0620377	0.0620377	ENSG00000166435.15	chr11_74940785_74940882_-	41	34	-0.03215284249767	0.846866977135135	0.0321528424976701	0.189342455269553	2	1
chr11_74949059_74949111_-	53	53	3.288	0.0620377	0.0620377	ENSG00000166435.15	chr11_74945018_74945085_-	55	20	-0.075	0.588854434515997	-0.075	0.447458976971221	2	1
chr11_76380986_76380994_-	9	9	3.311	0.367889	0.367889	ENSG00000137492.8	chr11_76365852_76365972_-	10	33	-0.317391304347826	0.0182989249249179	0.317391304347826	1.92891690193852	2	1
chr11_77637755_77637771_-	17	17	0.03	0.00176471	0.00176471	ENSG00000074201.9	chr11_77629763_77629899_-	7	5	-0.0263427109974425	0.855864290503298	0.0263427109974425	0.442423387073923	2	1
chr11_822387_822401_+	15	15	5.797	0.386467	0.386467	ENSG00000177666.17	chr11_823527_823855_+	3	22	-0.313725490196078	0.188003566730391	-0.313725490196078	-1.87446911791614	2	1
chr11_85664985_85664991_-	7	7	0.277	0.0395714	0.0395714	ENSG00000137504.13	chr11_85663524_85663601_-	11	3	0.0108915906788247	0.127608872528888	-0.078774062816616	NA	4	1
chr11_85718940_85718985_-	46	46	45.954	0.999	0.999	ENSG00000137501.17	chr11_85707429_85707531_-	2	39	-0.391711229946524	0.0368731350906406	-0.391711229946524	2.59734622517699	2	1
chr11_85811109_85811119_-	11	11	0.419	0.0380909	0.0380909	ENSG00000137501.17	chr11_85757625_85758114_-	28	9	-0.0262015055008686	0.539454157763794	0.059206716850029	NA	3	1
chr11_86031509_86031529_-	21	21	20.985	0.999286	0.999286	ENSG00000073921.18	chr11_86012281_86012392_-	10	10	0.00150557061126166	0.508294283186363	0.10132490213791	NA	7	1
chr11_86672329_86672399_-	71	71	12.658	0.178282	0.178282	ENSG00000151376.16	chr11_86671762_86671958_-	67	23	0.0063321385902031	1.64217658037885e-08	-0.252807646356033	NA	5	7.61930322141338e-06
chr11_87037916_87037954_+	39	39	21.825	0.559615	0.559615	ENSG00000166575.17	chr11_87067694_87067821_+	46	13	-0.00317460317460316	0.23038996509453	0.0807453416149068	NA	4	1
chr11_87037994_87038045_+	52	52	11.434	0.219885	0.219885	ENSG00000166575.17	chr11_87067694_87067825_+	3	54	-0.130347593582888	0.0300244308236777	0.309826203208556	NA	3	1
chr11_87037957_87037978_+	22	22	0.104	0.00472727	0.00472727	ENSG00000166575.17	chr11_87091362_87091395_+	13	0	0.0734463276836158	0.0599925932213383	-0.31638418079096	NA	4	1
chr11_87037916_87037954_+	39	39	21.825	0.559615	0.559615	ENSG00000166575.17	chr11_87157341_87157406_+	17	39	-0.0187426210153483	0.817781507536681	-0.0501770956316411	NA	4	1
chr11_88337683_88337710_-	28	28	0.031	0.00110714	0.00110714	ENSG00000109861.16	chr11_88328112_88328196_-	1	11	-0.127155172413793	0.401709457370085	0.127155172413793	1.81173336256818	2	1
chr11_90223061_90223082_-	22	22	1.366	0.0620909	0.0620909	ENSG00000110172.12	chr11_90206748_90206810_-	3	12	-0.0141287284144427	0.999999999999999	0.0141287284144428	0.112474729258413	2	1
chr11_90223037_90223057_-	21	21	0.27	0.0128571	0.0128571	ENSG00000110172.12	chr11_90210536_90210594_-	47	43	0.0965260545905707	0.316666195412364	-0.0965260545905707	0.680865120004318	2	1
chr11_90223037_90223057_-	21	21	0.27	0.0128571	0.0128571	ENSG00000110172.12	chr11_90214018_90214175_-	149	66	0.021445523193096	0.799369405932211	0.021445523193096	0.136300253289072	2	1
chr11_90223037_90223057_-	21	21	0.27	0.0128571	0.0128571	ENSG00000110172.12	chr11_90218135_90218184_-	222	4	0.352216748768473	0.0170035294482025	-0.352216748768473	2.13906403773755	2	1
chr11_93197879_93197928_-	50	50	8.825	0.1765	0.1765	ENSG00000180773.15	chr11_93184430_93184520_-	14	18	0.161290322580645	0.189549021894925	0.161290322580645	-1.00939869800225	2	1
chr11_93197879_93197928_-	50	50	8.825	0.1765	0.1765	ENSG00000180773.15	chr11_93185691_93185814_-	31	16	0.178540680154972	0.00655918273189414	0.178540680154972	-1.43284990896169	2	0.775775470246649
chr11_93741480_93741502_-	23	23	0.037	0.0016087	0.0016087	ENSG00000166012.17	chr11_93736141_93736304_-	11	236	-0.0134057971014492	0.999999999999998	0.0134057971014493	-0.077436593882814	2	1
chr11_93738224_93738238_-	15	15	2.063	0.137533	0.137533	ENSG00000166012.17	chr11_93736694_93736751_-	235	59	-0.0719658553076403	0.227158461965439	0.0719658553076403	0.419065136191688	2	1
chr11_93738224_93738238_-	15	15	2.063	0.137533	0.137533	ENSG00000166012.17	chr11_93736694_93737239_-	18	276	-0.0207547169811321	0.945129783928709	-0.0207547169811321	0.119839770006003	2	1
chr11_93738224_93738238_-	15	15	2.063	0.137533	0.137533	ENSG00000166012.17	chr11_93737064_93737239_-	235	63	-0.103171247357294	0.0709636323791237	-0.103171247357294	0.6032633174641	2	1
chr11_94493799_94493859_-	61	61	8.316	0.136328	0.136328	ENSG00000020922.13	chr11_94485928_94486084_-	15	94	-0.00595238095238093	0.999999999999999	-0.00595238095238093	-0.0627357553479626	2	1
chr11_95789476_95789546_-	71	71	70.301	0.990155	0.990155	ENSG00000077458.13	chr11_95779607_95779687_-	18	98	-0.0396899224806202	0.86669412883684	0.0396899224806202	0.297943454343625	2	1
chr11_95789476_95789546_-	71	71	70.301	0.990155	0.990155	ENSG00000077458.13	chr11_95788495_95788563_-	6	178	0.0706106870229007	0.970412249500021	-0.0706106870229007	-0.501546492533519	2	1
chr11_95923961_95924039_-	79	79	1.941	0.0245696	0.0245696	ENSG00000087053.19	chr11_95914242_95914312_-	2	23	-0.107142857142857	0.587902644517403	0.107142857142857	1	2	1
chr11_10028481_10028483_-	3	3	2.954	0.984667	0.984667	ENSG00000133812.15	chr11_9992415_9992543_-	15	2	0.0446224256292906	0.0236286393408526	-0.310068649885584	NA	4	1
chr12_100267221_100267252_+	32	32	4.529	0.141531	0.141531	ENSG00000136021.19	chr12_100291503_100291660_+	14	11	0	0.632557410493113	-0.0779220779220779	NA	5	1
chr12_100794640_100794661_+	22	22	0.174	0.00790909	0.00790909	ENSG00000151572.18	chr12_100922226_100922330_+	9	19	0.00247271945385153	0.000178475531869894	0.115626511852927	NA	9	0.0435833377664003
chr12_10130129_10130142_-	14	14	0.314	0.0224286	0.0224286	ENSG00000172243.18	chr12_10127747_10127845_-	2	11	-0.0766369047619048	0.618970391074105	-0.0766369047619048	-0.979438677517684	2	1
chr12_101830646_101830654_-	9	9	8.542	0.949111	0.949111	ENSG00000111670.16	chr12_101796677_101796762_-	4	13	0.00534295064449342	0.201130428724737	-0.114389233954451	NA	6	1
chr12_102044133_102044140_-	8	8	7.879	0.984875	0.984875	ENSG00000120860.11	chr12_102039868_102039975_-	10	24	0.0902335456475584	0.0474017883256151	-0.0902335456475584	-1.27301849440642	2	1
chr12_103930375_103930418_+	44	44	39.814	0.904864	0.904864	ENSG00000166598.15	chr12_103931521_103931627_+	70	310	0.0320693391115926	0.362509940182729	0.0320693391115926	1.76004920727925	2	1
chr12_103941834_103941856_+	23	23	22.965	0.998478	0.998478	ENSG00000166598.15	chr12_103943738_103943874_+	15	0	0.217391304347826	0.26839398654457	0.217391304347826	-2.32192809488736	2	1
chr12_103943738_103943763_+	26	26	25.711	0.988885	0.988885	ENSG00000166598.15	chr12_103946786_103946945_+	13	156	0.147772657450077	0.344974440097963	0.147772657450077	1.34577483684173	2	1
chr12_104286974_104286999_+	26	26	16.535	0.635962	0.635962	ENSG00000198431.16	chr12_104288931_104289040_+	30	4	0.155757286192069	0.228686928380089	0.155757286192069	-1.22408077148922	2	1
chr12_104958303_104958329_-	27	27	2.734	0.101259	0.101259	ENSG00000136052.9	chr12_104909655_104909762_-	19	14	-0.0750469043151969	0.727818470794899	0.075046904315197	0.43389652653016	2	1
chr12_10613531_10613581_-	51	51	2.997	0.0587647	0.0587647	ENSG00000111196.10	chr12_10607854_10607936_-	26	9	0.0441558441558442	0.929852428747543	-0.0441558441558442	0.257496222292364	2	1
chr12_10613531_10613581_-	51	51	2.997	0.0587647	0.0587647	ENSG00000111196.10	chr12_10609098_10609383_-	29	13	0.153230417381361	0.245801029022163	0.153230417381361	0.894506871152686	2	1
chr12_10613531_10613581_-	51	51	2.997	0.0587647	0.0587647	ENSG00000111196.10	chr12_10612640_10612978_-	7	54	-0.023719165085389	0.999999999999998	-0.023719165085389	-0.14017765804826	2	1
chr12_107685760_107685821_+	62	62	2.749	0.0443387	0.0443387	ENSG00000136045.12	chr12_107692972_107693096_+	14	824	-0.0498035914702581	0.787885190597052	-0.0498035914702581	-0.813056414667842	2	1
chr12_108731510_108731539_-	30	30	15.582	0.5194	0.5194	ENSG00000110880.10	chr12_108658738_108658919_-	107	59	0.00346077785102183	0.467641954885215	-0.0438365194462755	NA	3	1
chr12_108857570_108857590_-	21	21	17.096	0.814095	0.814095	ENSG00000084112.15	chr12_108852638_108852678_-	13	52	0.0103174603174603	0.819700370346909	-0.0412698412698413	NA	3	1
chr12_109093425_109093455_-	31	31	0.027	0.000870968	0.000870968	ENSG00000189046.11	chr12_109092507_109092937_-	3	17	-0.0154083204930663	0.999999999999999	-0.0154083204930663	0.110182917750423	2	1
chr12_110124331_110124394_+	64	64	34.02	0.531563	0.531563	ENSG00000122970.16	chr12_110143382_110143545_+	20	13	0.0476190476190476	0.95810381812776	-0.0476190476190476	0.299560281858908	2	1
chr12_991205_991253_+	49	49	32.889	0.671204	0.671204	ENSG00000082805.20	chr12_1112215_1112298_+	1	27	-0.0526071483831038	4.74461102131964e-15	0.515395327247408	NA	4	4.89196681892006e-12
chr12_111685910_111685919_-	10	10	0.115	0.0115	0.0115	ENSG00000089234.16	chr12_111672661_111672774_-	1	7	-0.0321428571428571	0.999999999999998	0.0321428571428571	-0.347923303420307	2	1
chr12_112013525_112013539_+	15	15	12.617	0.841133	0.841133	ENSG00000089248.7	chr12_112019756_112019894_+	2	1	0.00631313131313132	0.247901969717121	-0.131313131313131	NA	4	1
chr12_112418958_112418986_+	29	29	28.94	0.997931	0.997931	ENSG00000179295.18	chr12_112450318_112450512_+	27	3	-0.00866524779568259	0.829624469621826	0.0588324718759501	NA	3	1
chr12_112418929_112418955_+	27	27	26.657	0.987296	0.987296	ENSG00000179295.18	chr12_112450318_112450516_+	7	83	-0.00858983536148888	0.633205860693463	0.0694345025053686	NA	3	1
chr12_117190449_117190503_-	55	55	41.521	0.754927	0.754927	ENSG00000135108.14	chr12_117186477_117186571_-	163	201	0.0323859323606309	0.1926119095864	-0.0323859323606309	1.28263896377331	2	1
chr12_117190449_117190503_-	55	55	41.521	0.754927	0.754927	ENSG00000135108.14	chr12_117189227_117189362_-	374	38	-0.0251203956787713	0.759683197238224	0.0251203956787713	-1.02296114844331	2	1
chr12_118136087_118136164_+	78	78	0.195	0.0025	0.0025	ENSG00000089220.5	chr12_118138039_118138148_+	778	24	-0.0671462829736211	0.371368837057503	-0.0671462829736211	-1.78869107779257	2	1
chr12_118136087_118136164_+	78	78	0.195	0.0025	0.0025	ENSG00000089220.5	chr12_118139451_118139551_+	737	65	-0.0542929292929293	0.145296883701757	-0.0542929292929293	-2.27820671745804	2	1
chr12_118136087_118136164_+	78	78	0.195	0.0025	0.0025	ENSG00000089220.5	chr12_118139451_118139555_+	64	738	0.0539722572509458	0.152004107202968	0.0539722572509458	2.25388270746426	2	1
chr12_118376495_118376527_+	33	33	20.609	0.624515	0.624515	ENSG00000111707.12	chr12_118380162_118380231_+	18	37	-0.0841903850753408	0.283954755782689	0.0841903850753408	0.598955772800656	2	1
chr12_118376495_118376527_+	33	33	20.609	0.624515	0.624515	ENSG00000111707.12	chr12_118389927_118389946_+	12	4	0.0503432494279176	0.910818754879763	-0.0503432494279177	-0.404390255079335	2	1
chr12_119730658_119730661_-	4	4	0.154	0.0385	0.0385	ENSG00000122966.16	chr12_119721309_119721449_-	13	7	0.129901960784314	0.615165704977997	-0.129901960784314	0.755581272333553	2	1
chr12_120199388_120199428_-	41	41	39.82	0.97122	0.97122	ENSG00000089157.16	chr12_120198554_120198739_-	45	19	-0.0467091295116773	0.623536052802929	-0.0467091295116773	0.315501825727929	2	1
chr12_120199388_120199428_-	41	41	39.82	0.97122	0.97122	ENSG00000089157.16	chr12_120198554_120199000_-	15	49	0.0722591362126246	0.465998613012699	0.0722591362126246	-0.479807754669082	2	1
chr12_120199388_120199428_-	41	41	39.82	0.97122	0.97122	ENSG00000089157.16	chr12_120198854_120199000_-	45	19	-0.056266846361186	0.533939470632554	0.056266846361186	0.379511065649703	2	1
chr12_120469634_120469651_-	18	18	17.208	0.956	0.956	ENSG00000111786.9	chr12_120465627_120465787_-	19	8	0.0133392128761989	0.882449134770205	-0.0133392128761989	-0.231248772296955	2	1
chr12_121352402_121352427_-	26	26	0.158	0.00607692	0.00607692	ENSG00000089053.13	chr12_121346896_121347005_-	338	68	0.0225588491717524	0.0301430806590871	-0.0935592850915432	NA	3	1
chr12_121352385_121352398_-	14	14	0.024	0.00171429	0.00171429	ENSG00000089053.13	chr12_121346900_121347005_-	4	212	0.154723127035831	0.589515320482664	0.154723127035831	-0.923131236615729	2	1
chr12_121352435_121352447_-	13	13	0.218	0.0167692	0.0167692	ENSG00000089053.13	chr12_121347802_121347881_-	95	13	0.00777794514357705	0.600001947964512	-0.0490914319361332	NA	3	1
chr12_122341456_122341470_-	15	15	14.85	0.99	0.99	ENSG00000130779.20	chr12_122336632_122336748_-	11	4	0.185185185185185	0.332921608065566	-0.185185185185185	-1.2667865406949	2	1
chr12_122526930_122526980_-	51	51	28.233	0.553588	0.553588	ENSG00000111011.18	chr12_122518839_122519051_-	21	333	0.0202820841589928	0.999999999999999	-0.0202820841589929	0.33486715059486	2	1
chr12_122526990_122527000_-	11	11	9.667	0.878818	0.878818	ENSG00000111011.18	chr12_122520504_122520581_-	4	28	-0.0111815019066284	0.0322191711363099	0.0808531972107014	NA	3	1
chr12_122752815_122752860_+	46	46	25.082	0.545261	0.545261	ENSG00000139726.11	chr12_122753693_122753811_+	35	137	0.094017094017094	0.17323303871364	-0.094017094017094	2.27917844742803	2	1
chr12_123233097_123233153_-	57	57	16.067	0.281877	0.281877	ENSG00000051825.15	chr12_123221372_123221895_-	114	10	-0.109375	0.575804748163211	0.109375	-1.29639300278022	2	1
chr12_123233097_123233153_-	57	57	16.067	0.281877	0.281877	ENSG00000051825.15	chr12_123227463_123227572_-	58	156	-0.0855478704040772	0.0474780520504589	-0.0855478704040772	-1.59734622517699	2	1
chr12_123233165_123233182_-	18	18	1.576	0.0875556	0.0875556	ENSG00000051825.15	chr12_123227463_123227616_-	6	11	0.0064935064935065	0.999999999999998	-0.00649350649350655	-0.135655099357566	2	1
chr12_123233097_123233153_-	57	57	16.067	0.281877	0.281877	ENSG00000051825.15	chr12_123230261_123230522_-	215	63	0.0517241379310345	0.258565000914636	-0.0517241379310345	0.853375086281517	2	1
chr12_123633795_123633815_+	21	21	0.019	0.000904762	0.000904762	ENSG00000111358.14	chr12_123650994_123651085_+	10	83	0.0268685107394785	0.873293903420543	-0.0268685107394785	0.203228416800223	2	1
chr12_123633795_123633815_+	21	21	0.019	0.000904762	0.000904762	ENSG00000111358.14	chr12_123652524_123652561_+	4	87	-0.0804729214340199	0.538841608460944	-0.0804729214340199	-0.696517572433456	2	1
chr12_123633795_123633815_+	21	21	0.019	0.000904762	0.000904762	ENSG00000111358.14	chr12_123652707_123652735_+	6	83	-0.124900366650725	0.126171309347212	0.124900366650725	-1.11846004765043	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130799168_130799190_-	5	28	-0.176059075009716	0.10691089722299	0.176059075009716	1.40450683178667	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130801153_130801290_-	29	4	-0.0544871794871795	0.953546314949523	-0.0544871794871795	0.370837695368309	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130801153_130801488_-	4	29	0.126415094339623	0.630950355450687	0.126415094339623	-0.823843044846173	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130801415_130801488_-	30	4	-0.0832625318606627	0.817262606158637	0.0832625318606627	0.552541023028779	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130810782_130810937_-	2	33	-0.0894736842105263	0.813146828471621	0.0894736842105264	0.704544116473829	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130812957_130813031_-	36	5	0.0683229813664596	0.673878938205639	0.0683229813664596	-0.526068811667588	2	1
chr12_130839175_130839201_-	27	27	0.238	0.00881481	0.00881481	ENSG00000111450.14	chr12_130827193_130827267_-	55	7	-0.100282485875706	0.445357863393337	-0.100282485875706	0.718486173558546	2	1
chr12_15882374_15882418_+	45	45	23.358	0.519067	0.519067	ENSG00000023734.11	chr12_15883541_15883676_+	39	76	-0.0430232558139535	0.589709760113643	-0.0430232558139535	0.962525294581337	2	1
chr12_16347593_16347608_+	16	16	0.165	0.0103125	0.0103125	ENSG00000008394.13	chr12_16354231_16354378_+	65	11	-0.00533700322234157	0.0518321166938658	0.107847744360902	NA	4	1
chr12_19129710_19129776_+	67	67	65.225	0.973507	0.973507	ENSG00000052126.14	chr12_19132393_19132450_+	616	129	-0.00144684739567469	0.130533295895057	-0.0486597624124276	NA	5	1
chr12_19205259_19205278_+	20	20	13.419	0.67095	0.67095	ENSG00000052126.14	chr12_19243180_19243443_+	1	38	-0.0296928327645051	0.999999999999999	0.0296928327645052	-0.42349907802704	2	1
chr12_19129690_19129708_+	19	19	16.791	0.883737	0.883737	ENSG00000052126.14	chr12_19269774_19269885_+	3	102	-0.00215568862275449	0.642014892370769	0.114251497005988	NA	4	1
chr12_19129545_19129569_+	25	25	1.1	0.044	0.044	ENSG00000052126.14	chr12_19270188_19270205_+	7	7	0.000664386134894114	4.17061992036343e-05	-0.0858719079350642	NA	10	0.0122683660614114
chr12_19439669_19439714_+	46	46	45.026	0.978826	0.978826	ENSG00000139154.16	chr12_19500097_19500221_+	8	10	-0.180952380952381	0.534850757189485	-0.180952380952381	-1.12928301694497	2	1
chr12_21324668_21324689_-	22	22	19.577	0.889864	0.889864	ENSG00000084453.16	chr12_21306882_21306988_-	57	9	0.000938086303939961	0.713800378111404	-0.0322076297686054	NA	3	1
chr12_21324714_21324768_-	55	55	43.835	0.797	0.797	ENSG00000084453.16	chr12_21314549_21314681_-	192	82	0.0033744321868916	0.941632612390828	-0.00863075924724205	NA	3	1
chr12_21324668_21324689_-	22	22	19.577	0.889864	0.889864	ENSG00000084453.16	chr12_21316790_21316844_-	2	86	-0.113793103448276	0.484393941198738	-0.113793103448276	1.09328147130574	2	1
chr12_21324668_21324689_-	22	22	19.577	0.889864	0.889864	ENSG00000084453.16	chr12_21318782_21318923_-	88	11	0.0327380952380952	0.13618206935196	-0.090029761904762	NA	3	1
chr12_21324668_21324689_-	22	22	19.577	0.889864	0.889864	ENSG00000084453.16	chr12_21319372_21319579_-	5	94	-0.0302453468697123	0.927414162943565	0.0302453468697124	0.25176957973798	2	1
