PolyA	size	covered	sum	mean	phastcons	Gene	Exon	Inclusion	Exclusion	dPI	pval	dPSI	logOddsRatio	nrow	FDR
chr12_123660199_123660199_+	1	1	0.945	0.945	0.945	ENSG00000111358.14	chr12_123659430_123659584_+	6	7	0.477477477477477	0.0146696275079542	-0.477477477477478	-3.09953567355091	2	0.711957555032373
chr12_131778122_131778171_+	50	50	40.769	0.81538	0.81538	ENSG00000061936.9	chr12_131766118_131766308_+	150	5	0.36963036963037	0.00923096446804437	0.36963036963037	-2.49185309632967	2	0.531602469383288
chr12_14438151_14438215_+	65	65	61.458	0.945508	0.945508	ENSG00000171681.12	chr12_14434340_14434423_+	6	13	-0.0414560161779575	0.720560103100703	0.0940343781597573	NA	3	1
chr12_20753363_20753385_+	23	23	0.527	0.022913	0.022913	ENSG00000139155.8	chr12_20750675_20750792_+	16	5	0.058641975308642	0.027139307660768	-0.256172839506173	NA	3	1
chr12_20753363_20753385_+	23	23	0.527	0.022913	0.022913	ENSG00000139155.8	chr12_20750675_20750895_+	3	18	-0.0685483870967742	0.00638905216689445	0.345430107526882	NA	3	0.396461878599262
chr12_26065024_26065024_+	1	1	0.993	0.993	0.993	ENSG00000123094.15	chr12_25995037_25995130_+	13	4	0.176851851851852	0.178450906981673	0.176851851851852	-1.46911417203464	2	1
chr12_26065024_26065024_+	1	1	0.993	0.993	0.993	ENSG00000123094.15	chr12_26055236_26055446_+	8	11	0.116296296296296	0.399874757058918	-0.116296296296296	-0.879370294814461	2	1
chr12_27656664_27656704_+	41	41	40.534	0.988634	0.988634	ENSG00000110841.14	chr12_27655143_27655235_+	67	46	0.0805429864253393	0.00177222283021939	-0.182805429864253	NA	3	0.152542229300468
chr12_27658817_27658832_+	16	16	16	1	1	ENSG00000110841.14	chr12_27656616_27656730_+	25	28	-0.0423976608187134	0.883604710060109	0.0423976608187135	0.301002256032814	2	1
chr12_4553046_4553046_+	1	1	0.99	0.99	0.99	ENSG00000111247.14	chr12_4543763_4543911_+	3	11	-0.036231884057971	0.937461362374738	0.036231884057971	0.415037499278844	2	1
chr12_50079272_50079274_+	3	3	0.001	0.000333333	0.000333333	ENSG00000110881.12	chr12_50078421_50078577_+	8	6	-0.101010101010101	0.884512617519714	0.101010101010101	-0.584962500721156	2	1
chr12_50435592_50435599_+	8	8	7.896	0.987	0.987	ENSG00000161813.22	chr12_50427762_50427909_+	228	31	-0.00672468354430378	0.999999999999997	0.0067246835443038	-0.291231297664446	2	1
chr12_57234699_57234774_+	76	76	52.331	0.688566	0.688566	ENSG00000182199.11	chr12_57234003_57234110_+	51	9	0.0925324675324675	0.705302247425163	-0.0925324675324675	1.18057224564182	2	1
chr12_57516518_57516564_+	47	47	40.686	0.86566	0.86566	ENSG00000166986.15	chr12_57515920_57516337_+	51	23	0.0396825396825397	0.0818865393869684	-0.0396825396825398	-0.700439718141092	2	1
chr12_57719121_57719168_+	48	48	33.728	0.702667	0.702667	ENSG00000135506.16	chr12_57718146_57718421_+	22	5	0.23015873015873	0.356988230017777	-0.23015873015873	-1.55254102302878	2	1
chr12_68839501_68839523_+	23	23	15.828	0.688174	0.688174	ENSG00000135679.25	chr12_68824363_68824430_+	13	11	-0.0298387096774194	0.364448904251032	0.181451612903226	NA	4	1
chr12_70431194_70431234_+	41	41	0.296	0.00721951	0.00721951	ENSG00000135643.5	chr12_70400209_70400336_+	72	5	0.0564672220819658	0.385279756944412	-0.0564672220819659	-0.749507043155587	2	1
chr12_71923335_71923389_+	55	55	54.973	0.999509	0.999509	ENSG00000121749.15	chr12_71913826_71913926_+	16	27	0.368421052631579	0.0111270412273977	0.368421052631579	-2.56704059272389	2	0.595171210879008
chr12_79296170_79296193_+	24	24	23.954	0.998083	0.998083	ENSG00000067715.14	chr12_78955462_78955566_+	2	59	-0.0260002200300708	0.0610554320393165	0.171403425134768	NA	3	1
chr12_859392_859441_+	50	50	49.793	0.99586	0.99586	ENSG00000060237.17	chr12_829920_830160_+	8	158	-0.0326601844926452	0.945494514463191	0.0326601844926453	-0.196865544260591	2	1
chr12_861194_861197_+	4	4	3.177	0.79425	0.79425	ENSG00000060237.17	chr12_830003_830160_+	12	0	0.0320855614973262	0.0908121667515247	0.072192513368984	NA	4	1
chr12_85052218_85052218_+	1	1	0.824	0.824	0.824	ENSG00000133640.20	chr12_85038153_85038308_+	3	2	0.0209459459459459	0.300852985680123	0.194594594594595	NA	4	1
chr12_882008_882009_+	2	2	1.99	0.995	0.995	ENSG00000060237.17	chr12_880721_880999_+	16	16	0.146520146520146	0.449274820486568	-0.146520146520147	-1	2	1
chr12_95866103_95866150_+	48	48	43.855	0.913646	0.913646	ENSG00000139343.10	chr12_95865324_95865388_+	88	7	0.0765911542610571	0.896772076346832	-0.0765911542610572	0.745186100971175	2	1
chr13_102663727_102663739_+	13	13	12.894	0.991846	0.991846	ENSG00000134900.12	chr13_102646294_102646390_+	1	6	-0.00214822771213749	0.999999999999999	0.00214822771213752	0.147557188413858	2	1
chr13_111301501_111301525_+	25	25	17.142	0.68568	0.68568	ENSG00000102606.18	chr13_111300748_111300847_+	55	8	0.265536723163842	0.0314657588763988	0.265536723163842	2.78135971352466	2	1
chr13_112860791_112860812_+	22	22	0.039	0.00177273	0.00177273	ENSG00000068650.18	chr13_112859393_112859452_+	1	20	-0.691558441558442	1.66242457923393e-09	0.691558441558442	6.74819284958946	2	6.33690749276564e-07
chr13_114272646_114272690_+	45	45	20.719	0.460422	0.460422	ENSG00000130177.16	chr13_114272184_114272481_+	420	1156	0.0171327607638826	0.0245108052413022	-0.0171327607638826	3.06288179122246	2	1
chr13_114305113_114305113_+	1	1	0.012	0.012	0.012	ENSG00000169062.15	chr13_114298840_114299000_+	7	23	0.0950854700854701	0.445435205794333	0.0950854700854701	-0.750918976427889	2	1
chr13_20003041_20003042_+	2	2	1.627	0.8135	0.8135	ENSG00000121741.16	chr13_19993063_19993564_+	7	15	-0.167293233082707	0.406457767201736	0.167293233082707	0.984058456130979	2	1
chr13_20019926_20019929_+	4	4	0.221	0.05525	0.05525	ENSG00000121741.16	chr13_19993063_19993919_+	13	12	0.019927536231884	1	-0.0199275362318841	0.115477217419936	2	1
chr13_20597028_20597028_+	1	1	0.995	0.995	0.995	ENSG00000032742.17	chr13_20589811_20589867_+	9	3	-0.015	1	-0.015	0.0931094043914815	2	1
chr13_20597028_20597028_+	1	1	0.995	0.995	0.995	ENSG00000032742.17	chr13_20592335_20592404_+	12	0	0.324324324324324	0.192208048461475	0.324324324324324	-2.74846123300404	2	1
chr13_21701477_21701523_+	47	47	46.876	0.997362	0.997362	ENSG00000102678.7	chr13_21681042_21681145_+	10	2	0.13926499032882	0.0617983238647494	0.13926499032882	-2.32192809488736	2	1
chr13_37009603_37009626_+	24	24	21.856	0.910667	0.910667	ENSG00000120699.13	chr13_37005957_37006025_+	4	15	0.0143288084464555	0.0941850690799076	0.125942684766214	NA	4	1
chr13_37009603_37009626_+	24	24	21.856	0.910667	0.910667	ENSG00000120699.13	chr13_37008062_37008177_+	3	26	-0.0322730902315677	0.618450412906461	0.0322730902315678	0.691268072242842	2	1
chr13_45027956_45027975_+	20	20	19.758	0.9879	0.9879	ENSG00000133114.18	chr13_45014932_45015083_+	11	93	0.0130890052356021	0.53776501283391	-0.0940028557829605	NA	3	1
chr13_49267709_49267740_+	32	32	31.055	0.970469	0.970469	ENSG00000102543.14	chr13_49248871_49248965_+	105	17	-0.0837887067395264	0.539058203619312	0.0837887067395264	-1.46068016483456	2	1
chr13_49267709_49267740_+	32	32	31.055	0.970469	0.970469	ENSG00000102543.14	chr13_49259346_49259523_+	149	14	0.56699720315281	1.32148196891201e-14	0.56699720315281	3.95238197976726	2	6.22253045674142e-12
chr13_49267709_49267740_+	32	32	31.055	0.970469	0.970469	ENSG00000102543.14	chr13_49265879_49266003_+	6	166	0.0122222222222222	1	-0.0122222222222222	0.0925661187360726	2	1
chr13_49528963_49528994_+	32	32	7.904	0.247	0.247	ENSG00000136147.18	chr13_49522043_49522107_+	24	48	0.0613026819923371	0.683708428736816	-0.0613026819923372	0.736965594166206	2	1
chr13_49526458_49526458_+	1	1	0.675	0.675	0.675	ENSG00000136147.18	chr13_49523175_49523241_+	13	0	0.139784946236559	0.125094835189994	-0.139784946236559	-2.90207357931074	2	1
chr13_49526458_49526458_+	1	1	0.675	0.675	0.675	ENSG00000136147.18	chr13_49524085_49524216_+	13	0	0.109243697478992	0.0500170944759371	-0.109243697478992	-3.43195088221519	2	1
chr13_52680023_52680038_+	16	16	15.976	0.9985	0.9985	ENSG00000165416.14	chr13_52661475_52661570_+	63	105	-0.0126201923076923	0.967017843911174	-0.0126201923076923	-0.120294233717712	2	1
chr13_52680023_52680038_+	16	16	15.976	0.9985	0.9985	ENSG00000165416.14	chr13_52662649_52662710_+	13	181	0.151747394236665	0.313380939408014	-0.151747394236665	1.90103354919898	2	1
chr13_52680023_52680038_+	16	16	15.976	0.9985	0.9985	ENSG00000165416.14	chr13_52662649_52662744_+	17	177	0.0263379688158449	0.997307372319187	0.0263379688158449	0.23456713528255	2	1
chr13_57725313_57725320_+	8	8	7.972	0.9965	0.9965	ENSG00000118946.12	chr13_57666664_57666833_+	8	73	-0.0588235294117646	0.980199265621832	0.0588235294117647	-0.604862058158861	2	1
chr13_60461039_60461051_+	13	13	0.29	0.0223077	0.0223077	ENSG00000083544.15	chr13_60444683_60444748_+	21	8	0.0279698302954117	0.0994422857096465	-0.132620993086109	NA	3	1
chr13_60485935_60485942_+	8	8	7.965	0.995625	0.995625	ENSG00000083544.15	chr13_60467238_60467379_+	9	0	0.0697674418604651	0.500368158520218	-0.0697674418604651	-1.51096191927738	2	1
chr13_77764200_77764242_+	43	43	40.176	0.934326	0.934326	ENSG00000139737.22	chr13_77760828_77761110_+	35	15	0.0277777777777778	0.726856961015863	-0.0703703703703704	NA	3	1
chr14_103338373_103338392_+	20	20	19.982	0.9991	0.9991	ENSG00000100664.11	chr14_103336036_103336115_+	21	866	0.0388899167437557	0.819194569183937	-0.0388899167437558	0.382287057641496	2	1
chr14_103503269_103503323_+	55	55	46.732	0.849673	0.849673	ENSG00000075413.18	chr14_103491777_103492034_+	33	36	0.0413185820727027	0.0144255841574647	0.153759313614811	NA	4	0.711957555032373
chr14_103502900_103502900_+	1	1	0.939	0.939	0.939	ENSG00000075413.18	chr14_103498502_103498528_+	14	48	-0.00869890062973638	0.0842805626915212	-0.101771800619063	NA	4	1
chr14_103503269_103503323_+	55	55	46.732	0.849673	0.849673	ENSG00000075413.18	chr14_103500156_103500200_+	125	109	-0.0111166613686935	7.3125806709053e-09	-0.142046228599973	NA	4	2.43901313453772e-06
chr14_103730026_103730043_+	18	18	0.135	0.0075	0.0075	ENSG00000100711.13	chr14_103729091_103729182_+	5	6	-0.359126984126984	0.00117858112304878	-0.359126984126984	3.32912359629157	2	0.108441355827011
chr14_104704266_104704283_+	18	18	0.099	0.0055	0.0055	ENSG00000203485.13	chr14_104703295_104703454_+	18	4	0.373737373737374	0.0999654208992981	0.373737373737374	-2.49185309632967	2	1
chr14_105395218_105395259_+	42	42	41.723	0.993405	0.993405	ENSG00000179364.13	chr14_105392619_105392845_+	43	16	-0.012374686716792	0.195213935398141	0.0574874686716792	NA	3	1
chr14_105395218_105395259_+	42	42	41.723	0.993405	0.993405	ENSG00000179364.13	chr14_105392761_105392845_+	8	84	-0.0432724814063556	0.120122400244751	0.103899030876718	NA	3	1
chr14_21489210_21489227_+	18	18	17.923	0.995722	0.995722	ENSG00000092203.15	chr14_21488590_21488850_+	40	17	-0.0412698412698413	0.626946955265132	-0.0412698412698413	0.318788387356795	2	1
chr14_22771618_22771666_+	49	49	8.873	0.181082	0.181082	ENSG00000155463.14	chr14_22770193_22770625_+	4	5	0.325396825396825	0.0654700142808281	0.325396825396825	-2.56559717585422	2	1
chr14_22771756_22771806_+	51	51	44.27	0.868039	0.868039	ENSG00000155463.14	chr14_22770461_22770625_+	29	128	0.0787878787878787	0.416496084496622	-0.0787878787878788	0.857980995127572	2	1
chr14_22771618_22771666_+	49	49	8.873	0.181082	0.181082	ENSG00000155463.14	chr14_22771022_22771180_+	1	75	-0.0328428236297718	0.999999999999995	-0.0328428236297718	0.427918790575576	2	1
chr14_30735663_30735681_+	19	19	6.829	0.359421	0.359421	ENSG00000092108.21	chr14_30702296_30702375_+	6	3	-0.067379679144385	0.753024692856286	0.067379679144385	0.807354922057604	2	1
chr14_30735663_30735681_+	19	19	6.829	0.359421	0.359421	ENSG00000092108.21	chr14_30707990_30708065_+	12	7	-0.0512886597938144	0.604535349759627	0.0512886597938145	0.587389238115696	2	1
chr14_32091613_32091654_+	42	42	40.29	0.959286	0.959286	ENSG00000100852.13	chr14_32090502_32091061_+	19	39	-0.0172413793103449	0.999999999999999	-0.0172413793103449	-0.11147528686244	2	1
chr14_39180685_39180745_+	61	61	58.484	0.958754	0.958754	ENSG00000100941.9	chr14_39177597_39177687_+	17	616	-0.00313861334173096	0.366627887266703	0.0680312811630714	NA	8	1
chr14_39180546_39180562_+	17	17	17	1	1	ENSG00000100941.9	chr14_39179324_39179466_+	7	739	0.0369674185463659	0.249994615152746	-0.154761904761905	NA	3	1
chr14_39350634_39350653_+	20	20	16.595	0.82975	0.82975	ENSG00000150527.17	chr14_39326864_39327022_+	2	6	-0.0277777777777778	1	0.0277777777777778	-0.222392421336448	2	1
chr14_45114248_45114250_+	3	3	2.999	0.999667	0.999667	ENSG00000185246.18	chr14_45110094_45110220_+	42	16	0.27823240589198	0.0119057985483315	-0.27823240589198	2.39231742277876	2	0.625608185234643
chr14_49779937_49779954_+	18	18	10.393	0.577389	0.577389	ENSG00000165516.11	chr14_49777839_49777954_+	19	2	-0.0772727272727273	0.941789555539729	0.0772727272727273	0.674904626033955	2	1
chr14_52727681_52727705_+	25	25	22.86	0.9144	0.9144	ENSG00000100519.12	chr14_52711047_52711168_+	10	10	0.589430894308943	0.000761597908640875	-0.589430894308943	-3.95419631038688	2	0.0762062281159732
chr14_52727681_52727705_+	25	25	22.86	0.9144	0.9144	ENSG00000100519.12	chr14_52711410_52711528_+	4	17	0.0236363636363636	0.999999999999999	-0.0236363636363637	-0.14957635605051	2	1
chr14_55629992_55630018_+	27	27	26.777	0.991741	0.991741	ENSG00000126777.18	chr14_55601757_55601880_+	6	36	-0.000322147651006709	0.0462402008699848	0.0938523489932886	NA	5	1
chr14_55684274_55684298_+	25	25	24.978	0.99912	0.99912	ENSG00000126777.18	chr14_55673172_55673255_+	5	83	0.0561497326203209	0.982813891208978	0.0561497326203209	-0.325400286794167	2	1
chr14_56647536_56647536_+	1	1	0.956	0.956	0.956	ENSG00000070269.14	chr14_56635122_56635276_+	10	56	0.3069403714565	0.095300225923026	-0.3069403714565	-2.72402653845871	2	1
chr14_58267722_58267722_+	1	1	0.007	0.007	0.007	ENSG00000100567.13	chr14_58252124_58252242_+	2	9	0.043214973850812	0.406527610819739	-0.143682906688687	NA	3	1
chr14_58450690_58450698_+	9	9	8.889	0.987667	0.987667	ENSG00000100578.17	chr14_58442706_58442880_+	104	8	-0.0222222222222221	1	0.0222222222222222	-0.299560281858908	2	1
chr14_59320505_59320516_+	12	12	11.983	0.998583	0.998583	ENSG00000100592.15	chr14_59263441_59263657_+	10	290	0.0626003210272873	0.841894900327293	-0.0626003210272874	-0.418143410146665	2	1
chr14_59320505_59320516_+	12	12	11.983	0.998583	0.998583	ENSG00000100592.15	chr14_59315280_59315351_+	306	8	0.0569081842182458	0.877753163952724	-0.0569081842182458	-0.342504456330603	2	1
chr14_69771020_69771050_+	31	31	30.954	0.998516	0.998516	ENSG00000100650.16	chr14_69769182_69770540_+	154	83	-0.108526018478625	0.0504590622936935	-0.108526018478625	-0.941142904816765	2	1
chr14_69771507_69771534_+	28	28	25.438	0.9085	0.9085	ENSG00000100650.16	chr14_69770467_69770540_+	6	112	0.00798866125499291	0.0132361051272382	0.165098999269854	NA	6	0.669028542175125
chr14_71739386_71739418_+	33	33	32.977	0.999303	0.999303	ENSG00000197555.9	chr14_71723647_71723886_+	144	12	0.0206896551724138	0.481306114970544	-0.0767241379310345	NA	3	1
chr14_71738311_71738322_+	12	12	6.87	0.5725	0.5725	ENSG00000197555.9	chr14_71733666_71733812_+	41	1	0.0322174922600619	0.126640210189845	-0.166892414860681	NA	3	1
chr14_71739290_71739337_+	48	48	25.344	0.528	0.528	ENSG00000197555.9	chr14_71735277_71735391_+	238	10	0.0246364534801637	0.3144297223738	-0.078003670760977	NA	3	1
chr14_71739290_71739337_+	48	48	25.344	0.528	0.528	ENSG00000197555.9	chr14_71738241_71738325_+	161	128	-0.0213519194601173	0.53566776866379	0.0213519194601173	-0.142796528491834	2	1
chr14_71739290_71739337_+	48	48	25.344	0.528	0.528	ENSG00000197555.9	chr14_71738244_71738325_+	121	168	0.0277290790088827	0.412951382103676	0.0277290790088827	0.185508896660767	2	1
chr14_73099674_73099729_+	56	56	55.775	0.995982	0.995982	ENSG00000119707.14	chr14_73088370_73088474_+	21	425	-0.00691179609134424	0.000667477522062455	0.0763072044879417	NA	6	0.0685009749881647
chr14_73107844_73107864_+	21	21	20.946	0.997429	0.997429	ENSG00000119707.14	chr14_73103192_73103478_+	2	12	-0.00453966415749855	0.000295124888691441	0.115929357266937	NA	7	0.0357945256384766
chr14_74495440_74495489_+	50	50	4.265	0.0853	0.0853	ENSG00000165898.14	chr14_74494275_74494390_+	7	0	0.0958904109589041	0.501615814554053	-0.0958904109589042	-1.57031572475675	2	1
chr14_74821107_74821126_+	20	20	19.99	0.9995	0.9995	ENSG00000119596.18	chr14_74812631_74812782_+	4	138	-0.0253711201079622	0.999999999999988	0.0253711201079623	-0.21128403120337	2	1
chr14_75009559_75009600_+	42	42	32.01	0.762143	0.762143	ENSG00000119718.11	chr14_75004737_75004900_+	20	12	-0.211981566820276	0.272538810466619	0.211981566820277	-1.72246602447109	2	1
chr14_75009559_75009600_+	42	42	32.01	0.762143	0.762143	ENSG00000119718.11	chr14_75005866_75005961_+	37	5	0.130102040816326	0.732480926711993	-0.130102040816327	0.887525270741587	2	1
chr14_88437990_88438024_+	35	35	21.86	0.624571	0.624571	ENSG00000042317.17	chr14_88427630_88427703_+	4	45	0.0426587301587301	0.999999999999997	0.0426587301587301	-0.252307999240735	2	1
chr14_88437990_88438024_+	35	35	21.86	0.624571	0.624571	ENSG00000042317.17	chr14_88431172_88431339_+	3	67	0.0886752136752137	0.882774362641051	-0.0886752136752137	-0.580649507850074	2	1
chr14_88437990_88438024_+	35	35	21.86	0.624571	0.624571	ENSG00000042317.17	chr14_88437543_88437597_+	72	11	-0.193424657534247	0.0608852475312302	0.193424657534247	1.26351140866204	2	1
chr14_96881568_96881627_+	60	60	25.166	0.419433	0.419433	ENSG00000100749.8	chr14_96876030_96876120_+	33	2	0.407467532467532	0.0320833416469388	-0.407467532467533	2.69075716474375	2	1
chr15_29117299_29117299_+	1	1	0.844	0.844	0.844	ENSG00000034053.14	chr15_29113876_29114016_+	9	2	0.0180645161290323	0.604249176063449	-0.0606451612903226	NA	3	1
chr15_32696785_32696837_+	53	53	19.598	0.369774	0.369774	ENSG00000166922.8	chr15_32684557_32684669_+	2	3	0.00156015037593985	0.989839148414533	0.0129135338345864	NA	4	1
chr15_34230058_34230115_+	58	58	16.889	0.29119	0.29119	ENSG00000128463.13	chr15_34227693_34227846_+	14	0	0.184210526315789	0.472738254398429	0.184210526315789	-1.66051353372833	2	1
chr15_34230132_34230172_+	41	41	25.98	0.633659	0.633659	ENSG00000128463.13	chr15_34228429_34228589_+	85	42	-0.0630434782608695	0.431277779303654	0.0630434782608696	-0.889817082249577	2	1
chr15_40411336_40411341_+	6	6	5.751	0.9585	0.9585	ENSG00000128928.10	chr15_40410628_40410797_+	23	0	0.884615384615385	1.02683531445196e-05	-0.884615384615385	7.10852445677817	2	0.00200480275388766
chr15_44767758_44767767_+	10	10	6.42	0.642	0.642	ENSG00000185880.13	chr15_44759640_44759662_+	5	5	0.112179487179487	0.327195687362433	-0.112179487179487	-1.30666133823405	2	1
chr15_44767758_44767767_+	10	10	6.42	0.642	0.642	ENSG00000185880.13	chr15_44759748_44759872_+	10	1	0.0408450704225352	1	-0.0408450704225353	-0.561115758766788	2	1
chr15_48342256_48342276_+	21	21	0.074	0.00352381	0.00352381	ENSG00000128951.14	chr15_48332268_48332406_+	2	14	0.0095565749235474	0.0814945030159627	-0.139334862385321	NA	4	1
chr15_50499708_50499741_+	34	34	31.347	0.921971	0.921971	ENSG00000138592.14	chr15_50498596_50498728_+	21	6	0.0535714285714285	0.931944846789926	-0.0535714285714286	-0.321928094887362	2	1
chr15_62658196_62658197_+	2	2	0.007	0.0035	0.0035	ENSG00000171914.16	chr15_62618351_62618475_+	2	16	-0.08	0.483563326708378	0.0800000000000001	-1.13124453327825	2	1
chr15_62653261_62653263_+	3	3	2.988	0.996	0.996	ENSG00000171914.16	chr15_62650084_62650181_+	115	35	0.527406417112299	1.04183040939789e-16	0.527406417112299	-3.55270830171653	2	5.95694656765742e-14
chr15_67703904_67703904_+	1	1	0.004	0.004	0.004	ENSG00000137764.20	chr15_67692479_67692552_+	1	11	-0.962962962962963	6.41284833847615e-08	-0.962962962962963	9.15987133677839	2	1.83335956381187e-05
chr15_73303130_73303130_+	1	1	0.105	0.105	0.105	ENSG00000067141.17	chr15_73298348_73298611_+	9	6	-0.115384615384615	0.727009731456113	-0.115384615384615	0.695145418471579	2	1
chr15_73303130_73303130_+	1	1	0.105	0.105	0.105	ENSG00000067141.17	chr15_73301321_73301457_+	25	3	0.13735632183908	0.328041175307483	0.13735632183908	-1.19216021991703	2	1
chr15_74630092_74630140_+	49	49	48.622	0.992286	0.992286	ENSG00000179335.18	chr15_74622494_74622560_+	16	64	0.0467836257309941	0.894069996254116	-0.0467836257309941	0.584962500721156	2	1
chr15_74630092_74630140_+	49	49	48.622	0.992286	0.992286	ENSG00000179335.18	chr15_74627970_74628052_+	237	7	-0.000461254612546091	0.999999999999989	0.000461254612546119	-0.00607451440968439	2	1
chr15_80138370_80138407_+	38	38	9.815	0.258289	0.258289	ENSG00000086666.19	chr15_80131180_80131293_+	35	14	-0.0416666666666666	0.999999999999999	0.0416666666666667	-0.485426827170242	2	1
chr15_82827008_82827024_+	17	17	0.369	0.0217059	0.0217059	ENSG00000156232.7	chr15_82821711_82821839_+	3	7	-0.137571157495256	0.0147641170754015	0.35673624288425	NA	3	0.711957555032373
chr15_83576733_83576733_+	1	1	0.999	0.999	0.999	ENSG00000140600.17	chr15_83568529_83568672_+	9	5	0.00151807088223273	0.793140664765732	-0.046067612541601	NA	5	1
chr15_83576733_83576733_+	1	1	0.999	0.999	0.999	ENSG00000140600.17	chr15_83568536_83568672_+	5	9	0.0509277155005798	0.0622862180791575	0.0926749130266718	NA	4	1
chr15_85684837_85684875_+	39	39	38.733	0.993154	0.993154	ENSG00000170776.22	chr15_85662388_85662453_+	33	209	0.053921568627451	0.448206692710666	0.053921568627451	1.58496250072116	2	1
chr15_85718142_85718143_+	2	2	1.999	0.9995	0.9995	ENSG00000170776.22	chr15_85715788_85715923_+	16	9	-0.233333333333333	0.327775460408876	-0.233333333333333	2.16992500144231	2	1
chr15_89316457_89316487_+	31	31	30.937	0.997968	0.997968	ENSG00000140525.18	chr15_89312904_89312972_+	28	9	0.275	0.0775552440426417	-0.275	2.22239242133645	2	1
chr15_99363600_99363600_+	1	1	0	0	0	ENSG00000168904.15	chr15_99361336_99361511_+	10	14	-0.152777777777778	0.549288269838409	0.152777777777778	1.0703893278914	2	1
chr16_10769330_10769360_+	31	31	5.355	0.172742	0.172742	ENSG00000103274.11	chr16_10767949_10768032_+	37	22	0.000952380952380927	0.999999999999998	-0.000952380952380955	0.0130561528254463	2	1
chr16_12051857_12051857_+	1	1	0.071	0.071	0.071	ENSG00000048471.14	chr16_12042897_12043077_+	207	28	-0.0547945205479452	0.421903944067025	-0.0547945205479452	-1.69883046527944	2	1
chr16_1363296_1363319_+	24	24	22.854	0.95225	0.95225	ENSG00000090581.10	chr16_1361872_1361955_+	6	5	0.0450221940393151	0.51373766477844	-0.0450221940393152	-0.876011282724547	2	1
chr16_1363296_1363319_+	24	24	22.854	0.95225	0.95225	ENSG00000090581.10	chr16_1362452_1362742_+	2	11	0.0283568075117371	0.90045386805118	-0.0283568075117371	-0.675217908057485	2	1
chr16_13932228_13932230_+	3	3	1.777	0.592333	0.592333	ENSG00000175595.15	chr16_13930710_13930890_+	8	1	0.00410230438085591	0.0340171762997335	-0.113649025069638	NA	3	1
chr16_19652546_19652546_+	1	1	0.074	0.074	0.074	ENSG00000103544.15	chr16_19650382_19650459_+	8	1	0.169590643274854	0.217434560987189	0.169590643274854	-2.36257007938471	2	1
chr16_19701095_19701133_+	39	39	1.54	0.0394872	0.0394872	ENSG00000103544.15	chr16_19691353_19691471_+	7	3	0.0017913593256059	1	-0.00179135932560592	-0.0576476589998157	2	1
chr16_19700655_19700693_+	39	39	12.465	0.319615	0.319615	ENSG00000103544.15	chr16_19699502_19699648_+	218	67	0.102155172413793	0.0101178144768854	0.102155172413793	1.59517993040264	2	0.562443536523392
chr16_1978655_1978718_+	64	64	0.549	0.00857812	0.00857812	ENSG00000183751.15	chr16_1977514_1977670_+	43	10	-0.245614035087719	0.180102088401494	0.245614035087719	2.70301826224287	2	1
chr16_22081451_22081487_+	37	37	36.444	0.984973	0.984973	ENSG00000185716.12	chr16_22075487_22075699_+	13	2	-0.0173434856175973	0.747088512885009	0.0708544839255499	NA	3	1
chr16_22334183_22334213_+	31	31	23.668	0.763484	0.763484	ENSG00000058600.16	chr16_22332060_22332185_+	6	9	0.0838509316770186	0.200956671325973	-0.192546583850932	NA	3	1
chr16_31034857_31034890_+	34	34	12.354	0.363353	0.363353	ENSG00000103496.15	chr16_31034204_31034325_+	6	87	-0.108391608391608	0.667605112643671	-0.108391608391608	-0.635588573791124	2	1
chr16_31034857_31034890_+	34	34	12.354	0.363353	0.363353	ENSG00000103496.15	chr16_31034226_31034325_+	29	64	-0.14	0.119698911669945	-0.14	-0.830074998557688	2	1
chr16_31186057_31186074_+	18	18	17.2	0.955556	0.955556	ENSG00000089280.19	chr16_31183861_31184002_+	20	35	-0.000624154270962844	0.954116396660846	-0.0131072396902198	NA	7	1
chr16_3317960_3317976_+	17	17	0.719	0.0422941	0.0422941	ENSG00000162086.15	chr16_3316912_3317022_+	17	13	0.0336700336700337	0.346905924432895	-0.144781144781145	NA	3	1
chr16_4509876_4509921_+	46	46	11.414	0.24813	0.24813	ENSG00000103415.12	chr16_4509412_4509538_+	162	26	0.0417251051893408	0.722129457541098	-0.0417251051893408	-0.501906760993598	2	1
chr16_47588994_47588995_+	2	2	1.995	0.9975	0.9975	ENSG00000102893.16	chr16_47515521_47515601_+	101	9	0.0728438228438228	0.805717662589938	-0.0728438228438228	-0.534090170922607	2	1
chr16_48270068_48270068_+	1	1	0.999	0.999	0.999	ENSG00000102910.14	chr16_48256610_48256741_+	66	5	0.000703234880450043	0.999999999999995	-0.000703234880450099	-0.00505322772628546	2	1
chr16_48362445_48362451_+	7	7	2.852	0.407429	0.407429	ENSG00000102910.14	chr16_48361477_48361759_+	2	19	-0.0833766233766234	0.00694551064386071	0.248051948051948	NA	3	0.418029808199081
chr16_4860682_4860688_+	7	7	6.994	0.999143	0.999143	ENSG00000118900.15	chr16_4857990_4858076_+	32	7	0.00547263681592039	0.881110472146032	-0.0218905472636816	NA	3	1
chr16_53222729_53222753_+	25	25	24.753	0.99012	0.99012	ENSG00000177200.17	chr16_53208265_53208347_+	27	569	-0.00291693154044817	0.0688469187376149	0.0352924466369546	NA	6	1
