Exon1	Exon2	gene	cellType	in_in	in_out	out_in	out_out	pval	logOddsRatio	FDR	phastcons_1	phastcons_2	phastcons_mean	LOR_abs	phastcons_min	phastcons_max
chr3_184386492_184386755_+	chr3_184387374_184387477_+	ENSG00000090539.15	pseudoBulk	157	24	34	3	0.553229726769819	-0.792842092358713	1	0.514792	0.996385	0.755588	0.792842	0.514792	0.996385
chr3_11817192_11817337_-	chr3_11833003_11833151_-	ENSG00000144559.10	pseudoBulk	31	89	3	5	0.75653624283255	-0.784571526413316	1	0.987308	0.993617	0.990463	0.784572	0.987308	0.993617
chrX_77693824_77693937_-	chrX_77717131_77717243_-	ENSG00000085224.22	pseudoBulk	605	30	306	26	0.0689052744881363	0.776952612001879	1	0.999325	0.994372	0.996849	0.776952612001879	0.994372	0.999325
chr16_69568495_69568548_+	chr16_69646517_69646578_+	ENSG00000102908.22	pseudoBulk	22	27	56	116	0.154106856307485	0.755170189543797	1	0.998315	1	0.999157	0.755170189543797	0.998315	1
chr17_51031681_51031722_-	chr17_51067932_51068012_-	ENSG00000008294.21	pseudoBulk	12	24	72	243	0.234261990682293	0.754887502163469	1	0.985381	0.999198	0.99229	0.754887502163469	0.985381	0.999198
chr6_89846562_89846644_+	chr6_89857084_89857199_+	ENSG00000118412.12	pseudoBulk	146	9	27	1	0.978337577846518	-0.734987944725764	1	0.977952	0.996664	0.987308	0.734988	0.977952	0.996664
chr1_23333518_23333631_-	chr1_23340852_23341017_-	ENSG00000125944.20	pseudoBulk	94	226	6	24	0.381290663913266	0.73440988926245	1	0.995991	0.99994	0.997966	0.73440988926245	0.995991	0.99994
chr3_33574473_33574496_-	chr3_33577202_33577264_-	ENSG00000163539.17	pseudoBulk	6	13	26	34	0.521224407647694	-0.728454094310689	1	0.999917	0.997873	0.998895	0.728454	0.997873	0.999917
chr1_204537430_204537497_+	chr1_204544535_204544684_+	ENSG00000198625.13	pseudoBulk	203	42	95	12	0.208119469539651	-0.711874613203376	1	1	0.9477	0.97385	0.711875	0.9477	1
chr17_31884424_31884505_-	chr17_31889285_31889403_-	ENSG00000108651.10	pseudoBulk	155	13	22	3	0.739644834980918	0.701215569217004	1	0.988146	0.921571	0.954859	0.701215569217004	0.921571	0.988146
chr14_103487572_103487707_+	chr14_103498502_103498528_+	ENSG00000075413.18	pseudoBulk	3	9	6	29	0.863560029038927	0.68805599368526	1	0.0216397	0.999519	0.510579	0.68805599368526	0.0216397	0.999519
chr8_17924713_17924780_+	chr8_17940042_17940158_+	ENSG00000078674.17	pseudoBulk	40	298	2	24	0.750097330282176	0.687722075146357	1	0.489118	0.998556	0.743837	0.687722075146357	0.489118	0.998556
chr17_45971859_45971945_+	chr17_46010310_46010402_+	ENSG00000186868.15	pseudoBulk	8	13	36	37	0.509304943277599	-0.660911353954455	1	0.404287	0.99957	0.701928	0.660911	0.404287	0.99957
chr2_55303069_55303152_-	chr2_55312434_55312579_-	ENSG00000115355.17	pseudoBulk	98	7	22	1	1	-0.652076696579693	1	0.999869	0.99861	0.99924	0.652077	0.99861	0.999869
chr22_35262323_35262421_+	chr22_35263982_35264096_+	ENSG00000100281.14	pseudoBulk	73	266	70	398	0.0202553135330909	0.64188372697751	0.595696676292855	0.99701	0.999217	0.998113	0.64188372697751	0.99701	0.999217
chr12_25144365_25144677_-	chr12_25158472_25158563_-	ENSG00000118307.19	pseudoBulk	27	13	8	6	0.708927896513202	0.639410284743533	1	0.447438	0.711196	0.579317	0.639410284743533	0.447438	0.711196
chr17_16151590_16151616_-	chr17_16198597_16198719_-	ENSG00000141027.21	pseudoBulk	13	84	27	264	0.335092015848636	0.597628912557317	1	0.999148	0.0393333	0.519241	0.597628912557317	0.0393333	0.999148
chr13_20855627_20855765_-	chr13_20862969_20863123_-	ENSG00000132953.16	pseudoBulk	17	18	5	8	0.765114177846823	0.595609744920665	1	0.997281	0.997923	0.997602	0.595609744920665	0.997281	0.997923
chr2_190260400_190260511_-	chr2_190294546_190294630_-	ENSG00000198130.16	pseudoBulk	52	4	459	24	0.707007682075466	-0.55694812455156	1	0.158723	0.981682	0.570203	0.556948	0.158723	0.981682
chr8_125102051_125102146_+	chr8_125126966_125127067_+	ENSG00000156831.8	pseudoBulk	14	122	2	25	0.915236169558371	0.520473774269443	1	0.0175417	0.063049	0.0402953	0.520473774269443	0.0175417	0.063049
chr2_113439020_113439117_+	chr2_113457065_113457204_+	ENSG00000136682.15	pseudoBulk	5	14	12	48	0.792144856538587	0.514573172829758	1	0.209786	0.550686	0.380236	0.514573172829758	0.209786	0.550686
chr7_66560579_66560675_-	chr7_66576755_66576932_-	ENSG00000229180.7	pseudoBulk	13	34	26	95	0.517638838549526	0.482392767080608	1	0.010866	0.0375169	0.0241914	0.482392767080608	0.010866	0.0375169
chr12_77941081_77941133_+	chr12_77994803_77994871_+	ENSG00000067798.16	pseudoBulk	63	54	13	8	0.656050110334014	-0.478047296804644	1	0.99966	0.999304	0.999482	0.478047	0.999304	0.99966
chr21_33436883_33436992_-	chr21_33447018_33447140_-	ENSG00000142188.17	pseudoBulk	19	58	29	64	0.443011474050624	-0.468034476811559	1	0.1775	0.0196992	0.0985996	0.468034	0.0196992	0.1775
chr12_88054340_88054413_-	chr12_88060830_88060994_-	ENSG00000198707.16	pseudoBulk	76	11	19	2	0.98344080344817	-0.459431618637297	1	0.967892	0.99543	0.981661	0.459432	0.967892	0.99543
chr14_88393393_88393488_+	chr14_88415205_88415266_+	ENSG00000042317.17	pseudoBulk	7	68	9	65	0.769497831449339	-0.427665107606593	1	0.99851	0.355952	0.677231	0.427665	0.355952	0.99851
chr8_61646750_61646878_-	chr8_61682439_61682483_-	ENSG00000198363.18	pseudoBulk	15	43	5	19	0.841572588391767	0.406625259462644	1	0.117465	0.997133	0.557299	0.406625259462644	0.117465	0.997133
chr12_62349221_62349307_+	chr12_62374390_62374535_+	ENSG00000135655.16	pseudoBulk	22	42	19	48	0.579652133979688	0.404149183136108	1	0.999736	0.999534	0.999635	0.404149183136108	0.999534	0.999736
chr3_113875484_113875587_+	chr3_113901031_113901146_+	ENSG00000178075.20	pseudoBulk	193	34	45	6	0.711344334656269	-0.401896399590778	1	0.998904	0.936905	0.967904	0.401896	0.936905	0.998904
chr3_101417593_101417790_-	chr3_101501070_101501119_-	ENSG00000138468.16	pseudoBulk	748	162	175	50	0.153374341870715	0.399689534945408	1	0.998677	0.95308	0.975879	0.399689534945408	0.95308	0.998677
chr2_97531516_97531537_-	chr2_97535940_97536058_-	ENSG00000196912.12	pseudoBulk	3	15	42	266	0.991397207983863	0.341036917835067	1	0.0109545	0.00470588	0.00783019	0.341036917835067	0.00470588	0.0109545
chr20_59877385_59877555_-	chr20_59885462_59885509_-	ENSG00000196074.13	pseudoBulk	28	30	7	6	0.95518915353212	-0.321928094887362	1	0.645556	0.644229	0.644893	0.321928	0.644229	0.645556
chr12_27634910_27635115_+	chr12_27655143_27655235_+	ENSG00000110841.14	pseudoBulk	40	57	7	8	0.908087226267869	-0.318316841334984	1	0.939752	0.999538	0.969645	0.318317	0.939752	0.999538
chr1_52059835_52059901_+	chr1_52083340_52083541_+	ENSG00000134717.18	pseudoBulk	48	7	17	2	1	-0.309855262586787	1	0.999821	0.998252	0.999036	0.309855	0.998252	0.999821
chr8_103652624_103652710_+	chr8_103766227_103766537_+	ENSG00000176406.23	pseudoBulk	9	1	76	10	0.999999999999996	0.243925582886089	1	0.999149	0.990778	0.994964	0.243925582886089	0.990778	0.999149
chr10_95422190_95422216_-	chr10_95434622_95434717_-	ENSG00000095637.22	pseudoBulk	59	162	21	49	0.699618295381185	-0.234814532186336	1	0.61137	0.894031	0.7527	0.234815	0.61137	0.894031
chrX_111097390_111097456_+	chrX_111146521_111146565_+	ENSG00000077264.15	pseudoBulk	10	28	25	61	0.922151888246938	-0.19854567938208	1	0.986687	1	0.993343	0.198546	0.986687	1
chr8_27748495_27748598_-	chr8_27756719_27756770_-	ENSG00000147419.19	pseudoBulk	151	42	189	60	0.642647690024588	0.190735487933764	1	0.998865	0.999327	0.999096	0.190735487933764	0.998865	0.999327
chr4_41065576_41065673_-	chr4_41142987_41143142_-	ENSG00000163697.17	pseudoBulk	85	8	12	1	0.999999999999999	-0.175571564583454	1	0.300061	0.718205	0.509133	0.175572	0.300061	0.718205
chr8_19820379_19820518_+	chr8_19824803_19824972_+	ENSG00000104613.12	pseudoBulk	632	109	78	12	0.848232096523356	-0.164843294740916	1	0.979243	0.897565	0.938404	0.164843	0.897565	0.979243
chr5_82295493_82295544_+	chr5_82304028_82304105_+	ENSG00000205464.12	pseudoBulk	36	7	14	3	0.999999999999999	0.14017765804826	1	0.935635	0.0639231	0.499779	0.14017765804826	0.0639231	0.935635
chr11_31408110_31408330_+	chr11_31421972_31422132_+	ENSG00000170946.15	pseudoBulk	4	10	12	33	0.999999999999999	0.137503523749935	1	0.0164525	0.990348	0.5034	0.137503523749935	0.0164525	0.990348
chr6_126006842_126006954_+	chr6_126008657_126008745_+	ENSG00000066651.20	pseudoBulk	4	43	21	209	0.999999999999995	-0.111223045399975	1	0.984195	0.363326	0.67376	0.111223	0.363326	0.984195
chr11_46090455_46090566_-	chr11_46118742_46118800_-	ENSG00000135365.15	pseudoBulk	4	35	12	98	0.999999999999999	-0.0995356735509144	1	0.999902	0.997966	0.998934	0.0995357	0.997966	0.999902
chr11_86447065_86447207_-	chr11_86457366_86457759_-	ENSG00000151376.16	pseudoBulk	30	7	9	2	1	-0.070389327891398	1	0.899958	0.132226	0.516092	0.0703893	0.132226	0.899958
chr10_49524033_49524777_-	chr10_49530720_49530840_-	ENSG00000225830.14	pseudoBulk	139	32	9	2	0.999999999999998	-0.0509839287188049	1	0.605046	0.99319	0.799118	0.0509839	0.605046	0.99319
chr10_31839633_31839711_-	chr10_31854066_31854206_-	ENSG00000165322.18	pseudoBulk	44	8	43	8	0.999999999999999	0.0331668639351994	1	0.995861	0.996652	0.996256	0.0331668639351994	0.995861	0.996652
